´תֲכ,¼ע³ֶ,ָױֶÚ,¿×ֵּ¼Û(װ×),׳מ¸ß¼Û(װ×),׳מµֽ¼Û(װ×),Êױֵּ¼Û(װ×),³ֹ½»ֱ¿(¹ֹ),
301487.SZ,ֳֻ¹ְּû,2024-10-14,23.8171,24.5377,23.0866,24.5076,22347064,
301487.SZ,ֳֻ¹ְּû,2024-10-15,24.2875,26.2089,23.667,24.2474,27035629,
301487.SZ,ֳֻ¹ְּû,2024-10-16,23.2667,24.0173,22.9265,23.2467,19057279,
301487.SZ,ֳֻ¹ְּû,2024-10-17,23.597,24.2875,23.3468,23.4068,16755011,
301487.SZ,ֳֻ¹ְּû,2024-10-18,23.0266,25.4983,23.0266,24.6077,23710827,
301487.SZ,ֳֻ¹ְּû,2024-10-21,24.0173,25.1081,23.627,24.4076,29498550,
301487.SZ,ֳֻ¹ְּû,2024-10-22,24.0973,25.2582,23.8772,25.1581,27074805,
301487.SZ,ֳֻ¹ְּû,2024-10-23,25.2382,28.5806,24.7078,27.4898,43104492,
301487.SZ,ֳֻ¹ְּû,2024-10-24,26.6592,26.9794,25.038,25.0881,26665737,
301487.SZ,ֳֻ¹ְּû,2024-10-25,25.4383,26.439,24.988,25.008,25561195,
301487.SZ,ֳֻ¹ְּû,2024-10-28,24.5176,25.4083,24.2875,25.2682,17639712,
301487.SZ,ֳֻ¹ְּû,2024-10-29,25.4083,25.5584,24.0073,24.0873,20609366,
301487.SZ,ֳֻ¹ְּû,2024-10-30,23.8171,23.9072,22.8164,23.2567,17844114,
301487.SZ,ֳֻ¹ְּû,2024-10-31,23.5069,23.9873,23.1667,23.8372,15083024,
301487.SZ,ֳֻ¹ְּû,2024-11-01,23.5169,24.1174,22.1159,22.3161,17006949,
301487.SZ,ֳֻ¹ְּû,2024-11-04,22.3961,23.0766,22.1259,22.8665,9991900,
301487.SZ,ֳֻ¹ְּû,2024-11-05,22.9165,24.3175,22.7564,23.9672,16754190,
301487.SZ,ֳֻ¹ְּû,2024-11-06,24.2174,25.8686,24.0473,24.6177,25652012,
301487.SZ,ֳֻ¹ְּû,2024-11-07,24.6677,25.3182,24.5176,24.8179,18646300,
301487.SZ,ֳֻ¹ְּû,2024-11-08,25.018,26.3189,25.018,25.1681,23180083,
301487.SZ,ֳֻ¹ְּû,2024-11-11,25.018,26.3189,24.5677,26.1088,26011060,
301487.SZ,ֳֻ¹ְּû,2024-11-12,26.5191,26.7192,25.2382,25.5884,25663992,
301487.SZ,ֳֻ¹ְּû,2024-11-13,25.038,27.1295,25.038,27.1295,35632132,
301487.SZ,ֳֻ¹ְּû,2024-11-14,28.1402,29.8215,26.359,26.369,44997010,
301487.SZ,ֳֻ¹ְּû,2024-11-15,25.2081,26.2089,24.7578,24.7878,27644441,
301487.SZ,ֳֻ¹ְּû,2024-11-18,25.048,25.7185,22.8164,23.0666,21415424,
301487.SZ,ֳֻ¹ְּû,2024-11-19,23.2167,24.1874,22.7464,24.1574,16662433,
301487.SZ,ֳֻ¹ְּû,2024-11-20,23.9372,25.1381,23.7971,24.9079,18820318,
301487.SZ,ֳֻ¹ְּû,2024-11-21,24.8179,26.1488,24.5677,25.3082,21760088,
301487.SZ,ֳֻ¹ְּû,2024-11-22,25.058,25.1981,23.5369,23.587,20053396,
301487.SZ,ֳֻ¹ְּû,2024-11-25,23.597,28.3004,23.597,28.3004,57664319,
301487.SZ,ֳֻ¹ְּû,2024-11-26,28.9008,31.6928,28.6206,29.231,83603538,
301487.SZ,ֳֻ¹ְּû,2024-11-27,28.7707,29.0309,26.1088,28.4505,49928990,
301487.SZ,ֳֻ¹ְּû,2024-11-28,28.3804,30.4219,27.9701,28.0202,46569751,
301487.SZ,ֳֻ¹ְּû,2024-11-29,28.0102,29.0209,26.7192,29.0009,44060720,
301487.SZ,ֳֻ¹ְּû,2024-12-02,29.0209,31.5727,28.6706,30.3919,49770046,
301487.SZ,ֳֻ¹ְּû,2024-12-03,30.0216,30.7021,28.9208,29.161,31683916,
301487.SZ,ֳֻ¹ְּû,2024-12-04,28.7707,29.4012,27.9601,28.1402,21214851,
301487.SZ,ֳֻ¹ְּû,2024-12-05,28.0202,28.6406,27.5298,28.3404,20698500,
301487.SZ,ֳֻ¹ְּû,2024-12-06,28.0402,28.6806,27.1195,28.2503,24489100,
301487.SZ,ֳֻ¹ְּû,2024-12-09,28.0202,28.1402,27.2296,27.5798,16689292,
301487.SZ,ֳֻ¹ְּû,2024-12-10,28.5205,28.8007,27.2996,27.5698,23996800,
301487.SZ,ֳֻ¹ְּû,2024-12-11,27.2396,28.0102,27.0495,27.2696,15926467,
301487.SZ,ֳֻ¹ְּû,2024-12-12,27.2096,27.4998,26.3189,27.3697,18871529,
301487.SZ,ֳֻ¹ְּû,2024-12-13,27.1695,28.5205,26.6192,27.86,30347941,
301487.SZ,ֳֻ¹ְּû,2024-12-16,27.5198,29.5513,27.4197,28.7807,26151839,
301487.SZ,ֳֻ¹ְּû,2024-12-17,28.7807,28.8908,27.2896,27.3197,16687555,
301487.SZ,ֳֻ¹ְּû,2024-12-18,27.2796,27.4698,25.5984,26.2989,14347731,
301487.SZ,ֳֻ¹ְּû,2024-12-19,25.8686,26.7893,25.3783,25.9186,11912218,
301487.SZ,ֳֻ¹ְּû,2024-12-20,25.9186,26.5091,25.8686,26.2989,10350977,
301487.SZ,ֳֻ¹ְּû,2024-12-23,26.5091,26.5991,24.4176,24.4176,14795900,
301487.SZ,ֳֻ¹ְּû,2024-12-24,24.4376,24.8679,23.9672,24.8479,11192265,
301487.SZ,ֳֻ¹ְּû,2024-12-25,24.7578,25.068,23.5369,23.7271,11473805,
301487.SZ,ֳֻ¹ְּû,2024-12-26,23.627,24.5677,23.627,24.1374,9578179,
301487.SZ,ֳֻ¹ְּû,2024-12-27,24.0273,24.6077,23.8372,23.8772,9887610,
301487.SZ,ֳֻ¹ְּû,2024-12-30,23.7071,24.1374,23.2167,24.0673,8575401,
301487.SZ,ֳֻ¹ְּû,2024-12-31,22.9165,22.9965,21.2853,21.2853,24400531,
