іъ¬л,Љт≥∆,»’∆Џ,њ™≈ћЉџ(‘™),„оЄяЉџ(‘™),„оµЌЉџ(‘™), ’≈ћЉџ(‘™),≥…љїЅњ(є…),
603116.SH,Їмтят—,2020-09-04,11.4663,11.4663,11.236,11.3895,1298360,
603116.SH,Їмтят—,2020-09-07,11.4816,11.6044,11.19,11.2207,2337663,
603116.SH,Їмтят—,2020-09-08,11.3128,11.3281,11.1439,11.2514,2591380,
603116.SH,Їмтят—,2020-09-09,11.2514,11.2667,11.0211,11.0825,2333029,
603116.SH,Їмтят—,2020-09-10,11.1132,11.19,10.7142,10.7142,3074105,
603116.SH,Їмтят—,2020-09-11,10.7449,10.9751,10.6221,10.9444,1852183,
603116.SH,Їмтят—,2020-09-14,10.9444,11.0825,10.7295,10.9291,1430508,
603116.SH,Їмтят—,2020-09-15,10.9444,11.3895,10.8523,11.2821,4926638,
603116.SH,Їмтят—,2020-09-16,11.2207,11.2667,10.9598,10.9904,2308300,
603116.SH,Їмтят—,2020-09-17,11.1286,11.19,10.8523,11.0365,1506160,
603116.SH,Їмтят—,2020-09-18,11.0518,11.2053,10.9291,11.1439,1326480,
603116.SH,Їмтят—,2020-09-21,11.1439,11.2514,11.0365,11.236,1392060,
603116.SH,Їмтят—,2020-09-22,11.2053,11.2053,10.9137,10.9598,1301880,
603116.SH,Їмтят—,2020-09-23,10.9444,11.0365,10.883,10.9598,958920,
603116.SH,Їмтят—,2020-09-24,10.9137,10.9137,10.6528,10.7295,1276100,
603116.SH,Їмтят—,2020-09-25,10.7449,10.8216,10.576,10.6067,858920,
603116.SH,Їмтят—,2020-09-28,10.576,10.7142,10.5146,10.5914,761080,
603116.SH,Їмтят—,2020-09-29,10.576,10.6988,10.4686,10.5146,795340,
603116.SH,Їмтят—,2020-09-30,10.6221,10.6221,10.3918,10.4379,658103,
603116.SH,Їмтят—,2020-10-09,10.6681,10.8677,10.4839,10.7602,1092983,
603116.SH,Їмтят—,2020-10-12,10.8523,11.1746,10.7756,11.1132,1385691,
603116.SH,Їмтят—,2020-10-13,11.4356,11.4356,11.0058,11.0825,1554108,
603116.SH,Їмтят—,2020-10-14,11.2053,11.2053,10.9291,10.9751,2261318,
603116.SH,Їмтят—,2020-10-15,10.9291,11.2821,10.9291,11.19,2020632,
603116.SH,Їмтят—,2020-10-16,11.2207,11.804,11.1593,11.6658,5361309,
603116.SH,Їмтят—,2020-10-19,11.7119,12.1877,11.5737,12.0035,7105097,
603116.SH,Їмтят—,2020-10-20,12.157,12.2031,11.6658,11.9575,4171438,
603116.SH,Їмтят—,2020-10-21,11.85,12.0956,11.7886,11.9268,2021300,
603116.SH,Їмтят—,2020-10-22,11.85,11.9114,11.6965,11.7886,2210364,
603116.SH,Їмтят—,2020-10-23,11.804,11.8193,11.5123,11.5737,2021420,
603116.SH,Їмтят—,2020-10-26,11.5737,11.6658,11.0979,11.1286,3354665,
603116.SH,Їмтят—,2020-10-27,11.19,11.236,10.9904,11.0518,1896227,
603116.SH,Їмтят—,2020-10-28,11.0518,11.0672,10.8677,10.9137,1592441,
603116.SH,Їмтят—,2020-10-29,10.837,10.9598,10.7909,10.8984,1655563,
603116.SH,Їмтят—,2020-10-30,10.9598,10.9598,10.3765,10.4072,2932020,
603116.SH,Їмтят—,2020-11-02,10.3918,11.0211,10.3918,10.6681,2703422,
603116.SH,Їмтят—,2020-11-03,10.7909,10.8216,10.6221,10.7449,857614,
603116.SH,Їмтят—,2020-11-04,10.7295,10.8677,10.4072,10.5914,2169580,
603116.SH,Їмтят—,2020-11-05,10.6681,10.8523,10.6067,10.8523,1318134,
603116.SH,Їмтят—,2020-11-06,10.8523,10.8984,10.6374,10.6681,1748383,
603116.SH,Їмтят—,2020-11-09,10.6681,10.8984,10.576,10.8523,1537980,
603116.SH,Їмтят—,2020-11-10,10.8523,10.8523,10.6835,10.7756,1260860,
603116.SH,Їмтят—,2020-11-11,10.8063,10.8063,10.5146,10.576,1411040,
603116.SH,Їмтят—,2020-11-12,10.576,10.7295,10.53,10.5607,1243800,
603116.SH,Їмтят—,2020-11-13,10.6374,10.6374,10.4225,10.53,1441171,
603116.SH,Їмтят—,2020-11-16,10.53,10.8677,10.4993,10.7909,2150400,
603116.SH,Їмтят—,2020-11-17,10.7449,10.7909,10.6374,10.7142,1615500,
603116.SH,Їмтят—,2020-11-18,10.7449,10.837,10.6835,10.7909,998140,
603116.SH,Їмтят—,2020-11-19,10.7909,10.9904,10.7449,10.9291,1853123,
603116.SH,Їмтят—,2020-11-20,10.9751,10.9751,10.8063,10.883,1347514,
603116.SH,Їмтят—,2020-11-23,10.883,10.883,10.6374,10.7295,3060397,
603116.SH,Їмтят—,2020-11-24,10.7295,10.7602,10.6681,10.6681,1577209,
603116.SH,Їмтят—,2020-11-25,10.6835,10.7449,10.5914,10.6374,1585623,
603116.SH,Їмтят—,2020-11-26,10.6221,10.6374,10.5453,10.576,1109203,
603116.SH,Їмтят—,2020-11-27,10.576,10.6374,10.4993,10.6221,1084920,
603116.SH,Їмтят—,2020-11-30,10.576,10.6681,10.4072,10.4532,3228460,
603116.SH,Їмтят—,2020-12-01,10.4532,10.4532,10.2844,10.4072,2907410,
603116.SH,Їмтят—,2020-12-02,10.3918,10.4686,10.3151,10.3918,1542678,
603116.SH,Їмтят—,2020-12-03,10.3765,10.4379,10.3458,10.4225,1316340,
603116.SH,Їмтят—,2020-12-04,10.4379,10.4532,10.3611,10.4072,883660,
603116.SH,Їмтят—,2020-12-07,10.4532,10.4532,10.2844,10.2997,1325169,
603116.SH,Їмтят—,2020-12-08,10.4072,10.4379,10.3304,10.4225,1388760,
603116.SH,Їмтят—,2020-12-09,10.4225,10.4379,10.2844,10.3151,1372340,
603116.SH,Їмтят—,2020-12-10,10.2844,10.4072,10.2844,10.3765,851900,
603116.SH,Їмтят—,2020-12-11,10.3918,10.3918,9.9774,10.0388,1768665,
603116.SH,Їмтят—,2020-12-14,10.0541,10.576,9.916,10.2844,2232102,
603116.SH,Їмтят—,2020-12-15,10.223,10.3458,10.0541,10.0848,1322451,
603116.SH,Їмтят—,2020-12-16,10.0541,10.1616,9.9313,9.9313,1075020,
603116.SH,Їмтят—,2020-12-17,10.0695,10.0848,9.7932,10.0081,1255700,
603116.SH,Їмтят—,2020-12-18,9.9774,10.1002,9.8546,9.916,947902,
603116.SH,Їмтят—,2020-12-21,9.916,9.916,9.7011,9.7471,1610040,
603116.SH,Їмтят—,2020-12-22,9.7471,9.8392,9.609,9.6397,1281339,
603116.SH,Їмтят—,2020-12-23,9.6397,9.7318,9.5783,9.6704,988420,
603116.SH,Їмтят—,2020-12-24,9.5783,9.7471,9.3327,9.3787,1591840,
603116.SH,Їмтят—,2020-12-25,9.3327,9.4555,9.2713,9.3787,1260314,
603116.SH,Їмтят—,2020-12-28,9.2713,9.3634,9.1638,9.2406,1200828,
603116.SH,Їмтят—,2020-12-29,9.302,9.3327,9.1638,9.1792,1652530,
603116.SH,Їмтят—,2020-12-30,9.2252,9.2252,9.0257,9.0717,1607706,
603116.SH,Їмтят—,2020-12-31,9.0717,9.1945,9.0103,9.1638,1380786,
603116.SH,Їмтят—,2021-01-04,9.1945,9.2866,9.1792,9.2559,884100,
603116.SH,Їмтят—,2021-01-05,9.2559,9.2559,9.0871,9.1945,1206780,
603116.SH,Їмтят—,2021-01-06,9.1792,9.1945,8.995,9.041,1899653,
603116.SH,Їмтят—,2021-01-07,9.0564,9.0871,8.7033,8.8415,2202878,
603116.SH,Їмтят—,2021-01-08,8.7954,8.9182,8.6112,8.7647,1187300,
603116.SH,Їмтят—,2021-01-11,8.7494,8.7647,8.5345,8.6112,1648740,
603116.SH,Їмтят—,2021-01-12,8.6266,8.7187,8.5345,8.6573,719220,
603116.SH,Їмтят—,2021-01-13,8.7187,8.7187,8.5191,8.5498,825360,
603116.SH,Їмтят—,2021-01-14,8.5498,8.7494,8.4424,8.7494,1757240,
603116.SH,Їмтят—,2021-01-15,8.688,8.9182,8.688,8.8415,1337928,
603116.SH,Їмтят—,2021-01-18,8.8261,8.9643,8.7494,8.8261,907840,
603116.SH,Їмтят—,2021-01-19,8.8415,8.995,8.7801,8.8722,1162510,
603116.SH,Їмтят—,2021-01-20,8.8722,8.9336,8.7647,8.7954,638280,
603116.SH,Їмтят—,2021-01-21,8.7801,8.9029,8.7647,8.7954,956940,
603116.SH,Їмтят—,2021-01-22,8.7647,8.8261,8.5652,8.6112,1278338,
603116.SH,Їмтят—,2021-01-25,8.6726,8.6726,8.4577,8.4577,1518160,
603116.SH,Їмтят—,2021-01-26,8.381,8.5038,8.3656,8.3963,773120,
603116.SH,Їмтят—,2021-01-27,8.4424,8.4577,8.3503,8.381,706860,
603116.SH,Їмтят—,2021-01-28,8.381,8.4731,8.3196,8.3503,1060100,
603116.SH,Їмтят—,2021-01-29,8.3503,8.4424,8.0586,8.1354,1618460,
603116.SH,Їмтят—,2021-02-01,8.1354,8.9489,8.1354,8.8415,5692389,
603116.SH,Їмтят—,2021-02-02,8.5959,8.6573,8.381,8.4577,3193440,
603116.SH,Їмтят—,2021-02-03,8.4117,8.4577,8.1814,8.2889,1401300,
603116.SH,Їмтят—,2021-02-04,8.2121,8.7801,8.2121,8.7187,3846742,
603116.SH,Їмтят—,2021-02-05,8.6266,8.8415,8.4424,8.4424,2192280,
603116.SH,Їмтят—,2021-02-08,8.4424,8.5959,8.3503,8.4117,1576310,
603116.SH,Їмтят—,2021-02-09,8.4117,8.4884,8.3503,8.4424,1206820,
603116.SH,Їмтят—,2021-02-10,8.4117,8.9029,8.4117,8.8261,2694580,
603116.SH,Їмтят—,2021-02-18,8.8415,9.0257,8.7954,8.9182,2512136,
603116.SH,Їмтят—,2021-02-19,8.8722,9.1331,8.8415,9.1024,2675300,
603116.SH,Їмтят—,2021-02-22,9.1024,9.3327,9.0564,9.1024,2849876,
603116.SH,Їмтят—,2021-02-23,9.0717,9.2866,8.9796,9.1178,1855296,
603116.SH,Їмтят—,2021-02-24,9.1485,9.1792,8.9796,9.1331,1081302,
603116.SH,Їмтят—,2021-02-25,9.1331,9.2713,8.9029,8.9643,2783000,
603116.SH,Їмтят—,2021-02-26,8.9029,8.995,8.8108,8.8568,1980220,
603116.SH,Їмтят—,2021-03-01,8.9182,8.9796,8.8568,8.9796,1199676,
603116.SH,Їмтят—,2021-03-02,8.995,9.0871,8.8875,8.9029,1559260,
603116.SH,Їмтят—,2021-03-03,8.8722,9.0871,8.8722,9.0257,1650667,
603116.SH,Їмтят—,2021-03-04,9.0257,9.1178,8.9796,9.0257,1714792,
603116.SH,Їмтят—,2021-03-05,9.0564,9.1178,8.9643,9.0717,2003600,
603116.SH,Їмтят—,2021-03-08,9.0871,9.2099,9.0103,9.0103,2053300,
603116.SH,Їмтят—,2021-03-09,9.0103,9.0717,8.6573,8.8568,2058700,
603116.SH,Їмтят—,2021-03-10,8.9489,8.9489,8.5959,8.6266,1977880,
603116.SH,Їмтят—,2021-03-11,8.6266,8.7187,8.5345,8.7033,1519660,
603116.SH,Їмтят—,2021-03-12,8.6726,8.7954,8.5959,8.6573,3813909,
603116.SH,Їмтят—,2021-03-15,8.6112,8.734,8.5652,8.6573,3000589,
603116.SH,Їмтят—,2021-03-16,8.6573,8.7954,8.5805,8.7187,4291820,
603116.SH,Їмтят—,2021-03-17,8.688,8.7494,8.6726,8.7494,2004860,
603116.SH,Їмтят—,2021-03-18,8.734,9.0103,8.7187,9.0103,4970287,
603116.SH,Їмтят—,2021-03-19,8.9029,9.0257,8.8415,8.9489,3102260,
603116.SH,Їмтят—,2021-03-22,8.9336,9.0717,8.8568,9.0103,2884400,
603116.SH,Їмтят—,2021-03-23,9.0564,9.1331,8.8722,8.9182,2302980,
603116.SH,Їмтят—,2021-03-24,8.8875,8.9489,8.8415,8.9182,1701200,
603116.SH,Їмтят—,2021-03-25,9.0564,9.2866,9.0103,9.0871,7558869,
603116.SH,Їмтят—,2021-03-26,9.1178,9.9774,9.1024,9.7318,13831713,
603116.SH,Їмтят—,2021-03-29,9.7318,9.7318,9.3327,9.3941,8380560,
603116.SH,Їмтят—,2021-03-30,9.302,9.4248,9.1792,9.1945,4584260,
603116.SH,Їмтят—,2021-03-31,9.1485,9.3173,9.0871,9.2406,2990334,
603116.SH,Їмтят—,2021-04-01,9.3327,10.1616,9.2559,10.1616,15548426,
603116.SH,Їмтят—,2021-04-02,10.1002,10.1002,9.609,9.7778,14738416,
603116.SH,Їмтят—,2021-04-06,9.8085,10.1309,9.6243,9.7011,9446314,
603116.SH,Їмтят—,2021-04-07,9.6704,9.8853,9.5629,9.8085,7251380,
603116.SH,Їмтят—,2021-04-08,9.7318,9.7778,9.3941,9.3941,7156300,
603116.SH,Їмтят—,2021-04-09,9.3634,10.3304,9.3173,9.6243,7048894,
603116.SH,Їмтят—,2021-04-12,9.4708,9.4708,9.2406,9.348,4739587,
603116.SH,Їмтят—,2021-04-13,9.2866,9.3787,9.1485,9.2406,3972933,
603116.SH,Їмтят—,2021-04-14,9.2099,9.4555,9.1792,9.4248,2862040,
603116.SH,Їмтят—,2021-04-15,9.5169,9.5169,9.3173,9.4862,2672380,
603116.SH,Їмтят—,2021-04-16,9.4862,9.6704,9.4248,9.6243,3501560,
603116.SH,Їмтят—,2021-04-19,9.5476,9.7778,9.5322,9.6857,2962053,
603116.SH,Їмтят—,2021-04-20,9.6857,9.6857,9.4401,9.5476,3136065,
603116.SH,Їмтят—,2021-04-21,9.4401,9.4862,9.3634,9.4555,2006520,
603116.SH,Їмтят—,2021-04-22,9.5015,9.5015,9.3634,9.4555,1389114,
603116.SH,Їмтят—,2021-04-23,9.4555,9.4555,9.2866,9.302,1485640,
603116.SH,Їмтят—,2021-04-26,9.348,9.3634,9.1638,9.1792,1707694,
603116.SH,Їмтят—,2021-04-27,9.2099,9.8392,9.1638,9.6243,5686344,
603116.SH,Їмтят—,2021-04-28,9.5629,9.6704,9.3787,9.6704,3410947,
603116.SH,Їмтят—,2021-04-29,9.4555,9.4862,9.3173,9.4248,3279610,
603116.SH,Їмтят—,2021-04-30,9.348,9.4094,9.2099,9.2406,2269120,
603116.SH,Їмтят—,2021-05-06,9.2559,9.4094,9.2406,9.3634,2434600,
603116.SH,Їмтят—,2021-05-07,9.3173,9.5629,9.3173,9.4401,2431440,
603116.SH,Їмтят—,2021-05-10,9.4094,9.4401,9.2099,9.2559,2655620,
603116.SH,Їмтят—,2021-05-11,9.2866,9.4862,9.1638,9.4401,2778965,
603116.SH,Їмтят—,2021-05-12,9.3634,9.6704,9.3634,9.6243,3808382,
603116.SH,Їмтят—,2021-05-13,9.5629,9.7471,9.5629,9.655,3725540,
603116.SH,Їмтят—,2021-05-14,9.655,9.8239,9.5322,9.7164,5317902,
603116.SH,Їмтят—,2021-05-17,9.6397,9.7011,9.4401,9.4708,3267060,
603116.SH,Їмтят—,2021-05-18,9.4401,9.5629,9.3787,9.5169,1932392,
603116.SH,Їмтят—,2021-05-19,9.5322,9.5322,9.3634,9.4094,1994360,
603116.SH,Їмтят—,2021-05-20,9.3941,9.6397,9.3634,9.6397,3075400,
603116.SH,Їмтят—,2021-05-21,9.609,10.0388,9.5169,9.8239,5563280,
603116.SH,Їмтят—,2021-05-24,10.1309,10.2844,9.8392,10.0695,8127597,
603116.SH,Їмтят—,2021-05-25,9.9467,10.0388,9.7778,9.8239,3848500,
603116.SH,Їмтят—,2021-05-26,9.8239,10.1616,9.7625,10.1462,5894853,
603116.SH,Їмтят—,2021-05-27,10.2537,10.2844,9.916,10.0081,5201234,
603116.SH,Їмтят—,2021-05-28,9.9006,9.9774,9.7471,9.8239,3349440,
603116.SH,Їмтят—,2021-05-31,9.7625,9.8853,9.7164,9.7625,2176520,
603116.SH,Їмтят—,2021-06-01,9.8239,10.0541,9.8239,10.0234,4154132,
603116.SH,Їмтят—,2021-06-02,10.0234,10.576,9.9313,10.269,8386468,
603116.SH,Їмтят—,2021-06-03,10.3151,11.2974,10.1155,10.8216,16372194,
603116.SH,Їмтят—,2021-06-04,10.5914,10.9751,10.4379,10.4993,11511091,
603116.SH,Їмтят—,2021-06-07,10.4686,10.5607,10.2844,10.4225,6104011,
603116.SH,Їмтят—,2021-06-08,10.3765,11.4663,10.2997,11.4663,22190254,
603116.SH,Їмтят—,2021-06-09,11.7579,11.9728,11.0979,11.2514,24641315,
603116.SH,Їмтят—,2021-06-10,11.2207,11.4663,10.8677,10.8677,15477492,
603116.SH,Їмтят—,2021-06-11,11.0672,11.2974,10.6528,10.9751,13642451,
603116.SH,Їмтят—,2021-06-15,10.9137,10.9137,10.4532,10.4839,9742292,
603116.SH,Їмтят—,2021-06-16,10.4839,10.5797,10.3403,10.452,5586632,
603116.SH,Їмтят—,2021-06-17,10.452,11.0105,10.452,10.7392,7116940,
603116.SH,Їмтят—,2021-06-18,10.6275,11.8084,10.6116,11.8084,20767603,
603116.SH,Їмтят—,2021-06-21,12.3349,12.9732,12.0158,12.4466,29387047,
603116.SH,Їмтят—,2021-06-22,12.6381,13.2286,12.3349,12.8934,25643095,
603116.SH,Їмтят—,2021-06-23,12.8456,13.0052,12.4945,12.6541,17665002,
603116.SH,Їмтят—,2021-06-24,12.8456,12.8456,12.303,12.3669,11704402,
603116.SH,Їмтят—,2021-06-25,12.5424,12.5424,12.0158,12.0796,8760659,
603116.SH,Їмтят—,2021-06-28,12.1754,12.4786,11.8562,12.2392,10125100,
603116.SH,Їмтят—,2021-06-29,12.2871,12.319,11.8722,12.0796,7141320,
603116.SH,Їмтят—,2021-06-30,12.0158,12.1913,11.4892,12.0158,8819563,
603116.SH,Їмтят—,2021-07-01,12.1275,12.6062,11.8722,11.9041,12346683,
603116.SH,Їмтят—,2021-07-02,11.9041,12.1115,11.5052,11.6328,7833255,
603116.SH,Їмтят—,2021-07-05,11.6169,11.952,11.1701,11.3296,9406000,
603116.SH,Їмтят—,2021-07-06,11.2339,11.4733,11.1222,11.4254,6439900,
603116.SH,Їмтят—,2021-07-07,11.3935,11.569,11.3296,11.4413,5088200,
603116.SH,Їмтят—,2021-07-08,11.3296,11.4254,11.1222,11.202,5351724,
603116.SH,Їмтят—,2021-07-09,11.1382,11.2179,10.8988,11.1701,4012358,
603116.SH,Їмтят—,2021-07-12,11.2339,11.2499,11.0584,11.0584,4292495,
603116.SH,Їмтят—,2021-07-13,11.0584,11.2658,10.8669,11.2179,4532642,
603116.SH,Їмтят—,2021-07-14,11.2179,11.2179,10.9307,10.9626,3618620,
603116.SH,Їмтят—,2021-07-15,10.8669,10.9307,10.6116,10.7552,4441080,
603116.SH,Їмтят—,2021-07-16,10.5477,10.835,10.5318,10.6116,3076820,
603116.SH,Їмтят—,2021-07-19,10.6116,10.6116,10.2765,10.3084,4771960,
603116.SH,Їмтят—,2021-07-20,10.2605,10.4201,10.1807,10.3403,2406600,
603116.SH,Їмтят—,2021-07-21,10.2605,10.4041,10.2126,10.2605,2511820,
603116.SH,Їмтят—,2021-07-22,10.2286,10.2924,10.0531,10.069,3860473,
603116.SH,Їмтят—,2021-07-23,10.1169,10.2126,9.9573,10.085,3523462,
603116.SH,Їмтят—,2021-07-26,10.2445,10.4041,9.7818,9.8775,5352340,
603116.SH,Їмтят—,2021-07-27,9.8137,9.9414,9.5903,9.6063,3715234,
603116.SH,Їмтят—,2021-07-28,9.5265,9.6382,9.2073,9.3031,5781041,
603116.SH,Їмтят—,2021-07-29,9.319,9.4786,9.2871,9.3669,3140340,
603116.SH,Їмтят—,2021-07-30,9.3829,9.4467,9.2392,9.3669,2956820,
603116.SH,Їмтят—,2021-08-02,9.3829,9.6222,9.2073,9.5584,3544908,
603116.SH,Їмтят—,2021-08-03,9.5105,9.8456,9.4946,9.686,3231640,
603116.SH,Їмтят—,2021-08-04,9.686,9.7499,9.5424,9.5584,2785788,
603116.SH,Їмтят—,2021-08-05,9.5265,9.5584,9.2552,9.319,3561320,
603116.SH,Їмтят—,2021-08-06,9.2552,9.3509,9.1435,9.1595,2280080,
603116.SH,Їмтят—,2021-08-09,9.1275,9.4307,9.1116,9.4307,2472788,
603116.SH,Їмтят—,2021-08-10,9.3829,9.6382,9.3669,9.6063,2570600,
603116.SH,Їмтят—,2021-08-11,9.6222,9.6701,9.4946,9.5584,1955000,
603116.SH,Їмтят—,2021-08-12,9.6382,9.686,9.5265,9.5743,2232840,
603116.SH,Їмтят—,2021-08-13,9.5743,9.5743,9.4626,9.5424,1672220,
603116.SH,Їмтят—,2021-08-16,9.5743,9.6701,9.5105,9.6063,2071084,
603116.SH,Їмтят—,2021-08-17,9.6222,9.6222,9.3031,9.3031,3098360,
603116.SH,Їмтят—,2021-08-18,9.2871,9.4307,9.2712,9.4148,1637368,
603116.SH,Їмтят—,2021-08-19,9.4148,9.4467,9.2552,9.319,1684540,
603116.SH,Їмтят—,2021-08-20,9.319,9.4307,9.1595,9.2552,1919200,
603116.SH,Їмтят—,2021-08-23,9.335,9.5584,9.3031,9.5105,2413660,
603116.SH,Їмтят—,2021-08-24,9.5105,9.6063,9.4626,9.5743,2160100,
603116.SH,Їмтят—,2021-08-25,9.5743,9.6222,9.4946,9.5584,2148492,
603116.SH,Їмтят—,2021-08-26,9.5584,9.6382,9.4946,9.5903,2528160,
603116.SH,Їмтят—,2021-08-27,9.5743,9.5903,9.3509,9.3988,3018760,
603116.SH,Їмтят—,2021-08-30,9.4148,9.4786,9.2871,9.3031,2202120,
603116.SH,Їмтят—,2021-08-31,9.2552,9.4626,9.2233,9.4148,2534242,
603116.SH,Їмтят—,2021-09-01,9.4307,9.4946,9.319,9.4148,2612700,
603116.SH,Їмтят—,2021-09-02,9.3829,9.4467,9.335,9.3988,2185620,
603116.SH,Їмтят—,2021-09-03,9.3988,9.6541,9.3988,9.5903,3943400,
603116.SH,Їмтят—,2021-09-06,9.6222,9.6382,9.5265,9.5903,2819200,
603116.SH,Їмтят—,2021-09-07,9.5903,9.7658,9.5424,9.702,4382880,
603116.SH,Їмтят—,2021-09-08,9.7499,9.9414,9.718,9.8935,4111740,
603116.SH,Їмтят—,2021-09-09,9.8456,9.9094,9.7818,9.8616,2845900,
603116.SH,Їмтят—,2021-09-10,9.8935,9.8935,9.6541,9.7499,2931229,
603116.SH,Їмтят—,2021-09-13,9.702,10.0052,9.702,9.9573,3672240,
603116.SH,Їмтят—,2021-09-14,10.0371,10.0371,9.686,9.686,3018340,
603116.SH,Їмтят—,2021-09-15,9.6701,9.7658,9.6701,9.7499,1286680,
603116.SH,Їмтят—,2021-09-16,9.7658,9.9414,9.702,9.718,2398840,
603116.SH,Їмтят—,2021-09-17,9.686,9.7658,9.4626,9.6382,2423108,
603116.SH,Їмтят—,2021-09-22,9.5584,9.6541,9.3829,9.6382,1867020,
603116.SH,Їмтят—,2021-09-23,9.6382,9.7818,9.5743,9.702,2604512,
603116.SH,Їмтят—,2021-09-24,9.702,9.7658,9.4786,9.5105,1915580,
603116.SH,Їмтят—,2021-09-27,9.5265,9.5265,9.1275,9.2073,2737620,
603116.SH,Їмтят—,2021-09-28,9.2871,9.319,9.1914,9.2552,1001640,
603116.SH,Їмтят—,2021-09-29,9.1914,9.2073,9.0318,9.0478,1696720,
603116.SH,Їмтят—,2021-09-30,9.0478,9.2233,9.0478,9.1595,1101020,
603116.SH,Їмтят—,2021-10-08,9.1754,9.3988,9.1754,9.3669,1700980,
603116.SH,Їмтят—,2021-10-11,9.3988,9.4307,9.335,9.3509,1020500,
603116.SH,Їмтят—,2021-10-12,9.335,9.4467,9.2073,9.3509,1464720,
603116.SH,Їмтят—,2021-10-13,9.319,9.4148,9.2392,9.2712,1757240,
603116.SH,Їмтят—,2021-10-14,9.2712,9.335,9.1754,9.319,1448680,
603116.SH,Їмтят—,2021-10-15,9.319,9.319,9.1435,9.1435,1755520,
603116.SH,Їмтят—,2021-10-18,9.1435,9.2392,9.0797,9.2073,949180,
603116.SH,Їмтят—,2021-10-19,9.1914,9.2073,9.0956,9.0956,1283400,
603116.SH,Їмтят—,2021-10-20,9.1435,9.2552,9.0318,9.1435,1712180,
603116.SH,Їмтят—,2021-10-21,9.1275,9.2073,9.0797,9.1116,850600,
603116.SH,Їмтят—,2021-10-22,9.0956,9.1595,9.0318,9.0637,985340,
603116.SH,Їмтят—,2021-10-25,9.0637,9.0797,8.9041,8.952,1139660,
603116.SH,Їмтят—,2021-10-26,8.952,8.952,8.7765,8.8084,1569380,
603116.SH,Їмтят—,2021-10-27,8.7924,8.7924,8.5212,8.569,1746680,
603116.SH,Їмтят—,2021-10-28,8.569,8.6169,8.4573,8.4893,1083660,
603116.SH,Їмтят—,2021-10-29,8.5212,8.7286,8.5052,8.6648,1225900,
603116.SH,Їмтят—,2021-11-01,8.7127,8.7127,8.585,8.601,1644980,
603116.SH,Їмтят—,2021-11-02,8.6329,8.7446,8.3456,8.3935,2087940,
603116.SH,Їмтят—,2021-11-03,8.4414,8.5052,8.4095,8.4573,917160,
603116.SH,Їмтят—,2021-11-04,8.4573,8.585,8.4254,8.4893,1497120,
603116.SH,Їмтят—,2021-11-05,8.5052,8.7127,8.4733,8.6169,2082820,
603116.SH,Їмтят—,2021-11-08,8.6329,8.6488,8.5371,8.601,1490620,
603116.SH,Їмтят—,2021-11-09,8.6648,8.7127,8.569,8.6967,1348729,
603116.SH,Їмтят—,2021-11-10,8.6488,8.7924,8.6488,8.7924,1709900,
603116.SH,Їмтят—,2021-11-11,8.7924,8.8722,8.7446,8.8084,1316740,
603116.SH,Їмтят—,2021-11-12,8.8244,8.8722,8.6488,8.7765,1662860,
603116.SH,Їмтят—,2021-11-15,8.7765,8.9839,8.7605,8.9201,2347480,
603116.SH,Їмтят—,2021-11-16,8.8882,9.0797,8.8563,8.8563,1723180,
603116.SH,Їмтят—,2021-11-17,8.8722,8.952,8.8084,8.9361,1290700,
603116.SH,Їмтят—,2021-11-18,8.952,9.1754,8.0424,8.9999,4793200,
603116.SH,Їмтят—,2021-11-19,8.9999,8.9999,8.6807,8.9201,3767620,
603116.SH,Їмтят—,2021-11-22,8.9201,8.9839,8.8244,8.8563,2332920,
603116.SH,Їмтят—,2021-11-23,8.8084,8.8882,8.7765,8.8722,2370800,
603116.SH,Їмтят—,2021-11-24,8.8722,9.7499,8.8403,9.335,11842600,
603116.SH,Їмтят—,2021-11-25,9.319,9.4467,9.0956,9.2392,6689580,
603116.SH,Їмтят—,2021-11-26,9.2233,9.3829,9.1595,9.3509,3273600,
603116.SH,Їмтят—,2021-11-29,9.2871,9.335,9.0956,9.1275,2902480,
603116.SH,Їмтят—,2021-11-30,9.2392,9.2392,9.1116,9.1754,2193460,
603116.SH,Їмтят—,2021-12-01,9.1754,9.2712,9.1275,9.2392,1753540,
603116.SH,Їмтят—,2021-12-02,9.2712,9.3988,9.1754,9.1754,2709720,
603116.SH,Їмтят—,2021-12-03,9.1914,9.2233,9.1435,9.1914,1459840,
603116.SH,Їмтят—,2021-12-06,9.1914,9.2392,8.968,9.0318,2570620,
603116.SH,Їмтят—,2021-12-07,9.0637,9.2552,9.0158,9.2073,1971300,
603116.SH,Їмтят—,2021-12-08,9.1914,9.2233,9.0956,9.1435,1399620,
603116.SH,Їмтят—,2021-12-09,9.1435,9.2073,9.0956,9.2073,1463540,
603116.SH,Їмтят—,2021-12-10,9.1914,9.4307,9.1595,9.2712,2922300,
603116.SH,Їмтят—,2021-12-13,9.2871,9.4307,9.2552,9.319,2479240,
603116.SH,Їмтят—,2021-12-14,9.319,9.3829,9.2712,9.3509,1744640,
603116.SH,Їмтят—,2021-12-15,9.3509,9.3509,9.2233,9.2392,2267980,
603116.SH,Їмтят—,2021-12-16,9.2552,9.335,9.1754,9.319,1461680,
603116.SH,Їмтят—,2021-12-17,9.3031,9.3988,9.2871,9.319,1830820,
