іъ¬л,Љт≥∆,»’∆Џ,њ™≈ћЉџ(‘™),„оЄяЉџ(‘™),„оµЌЉџ(‘™), ’≈ћЉџ(‘™),≥…љїЅњ(є…),
603116.SH,Їмтят—,2016-11-07,23.4693,23.9509,23.4693,23.7803,6907371,
603116.SH,Їмтят—,2016-11-08,23.8606,24.2419,23.5496,23.69,7294877,
603116.SH,Їмтят—,2016-11-09,23.6198,23.9208,23.1683,23.5797,7045190,
603116.SH,Їмтят—,2016-11-10,23.8205,25.0847,23.6499,24.864,16569599,
603116.SH,Їмтят—,2016-11-11,24.7737,24.9944,24.3623,24.7336,10288244,
603116.SH,Їмтят—,2016-11-14,24.5229,27.2119,24.4125,25.3858,22981144,
603116.SH,Їмтят—,2016-11-15,25.466,25.6366,24.5329,24.6834,14433679,
603116.SH,Їмтят—,2016-11-16,24.5329,24.6232,24.1917,24.3121,8506816,
603116.SH,Їмтят—,2016-11-17,24.1817,24.2519,23.8004,24.0111,5010078,
603116.SH,Їмтят—,2016-11-18,24.0212,24.4325,23.9007,24.0914,6326545,
603116.SH,Їмтят—,2016-11-21,24.1416,24.3824,23.8807,24.0513,4929328,
603116.SH,Їмтят—,2016-11-22,24.1616,24.6232,24.0412,24.4827,8039933,
603116.SH,Їмтят—,2016-11-23,24.3422,24.4827,23.8807,24.0011,6280687,
603116.SH,Їмтят—,2016-11-24,23.9309,24.0011,23.4392,23.4693,5439096,
603116.SH,Їмтят—,2016-11-25,23.4593,23.5797,22.9776,23.4793,4521103,
603116.SH,Їмтят—,2016-11-28,23.5797,23.5897,23.2184,23.3389,3892516,
603116.SH,Їмтят—,2016-11-29,23.3489,23.4392,22.9576,22.9977,3466092,
603116.SH,Їмтят—,2016-11-30,22.9275,23.1883,22.777,23.0679,3239182,
603116.SH,Їмтят—,2016-12-01,23.0679,23.2485,22.9275,23.1883,3428575,
603116.SH,Їмтят—,2016-12-02,23.1783,23.1783,22.5963,22.6164,3803010,
603116.SH,Їмтят—,2016-12-05,22.3756,22.6565,22.2552,22.6264,2522191,
603116.SH,Їмтят—,2016-12-06,22.6967,22.9475,22.5863,22.8472,3879840,
603116.SH,Їмтят—,2016-12-07,22.7669,23.1382,22.6766,23.098,3353240,
603116.SH,Їмтят—,2016-12-08,23.0077,23.3087,22.8974,22.9475,2707300,
603116.SH,Їмтят—,2016-12-09,22.9074,23.5797,22.8773,23.2887,4779221,
603116.SH,Їмтят—,2016-12-12,23.1783,23.2987,22.0043,22.0946,5390148,
603116.SH,Їмтят—,2016-12-13,22.195,23.5696,21.8739,23.3389,5732499,
603116.SH,Їмтят—,2016-12-14,23.0679,23.2786,22.3054,22.3957,8578835,
603116.SH,Їмтят—,2016-12-15,22.3756,22.7669,22.0746,22.5261,3664135,
603116.SH,Їмтят—,2016-12-16,22.4659,22.5462,22.2351,22.5361,2831360,
603116.SH,Їмтят—,2016-12-19,22.5361,22.5361,22.2853,22.4358,2208986,
603116.SH,Їмтят—,2016-12-20,22.3555,22.8271,22.2953,22.6064,3272039,
603116.SH,Їмтят—,2016-12-21,22.6666,22.8472,22.5863,22.7368,2347816,
603116.SH,Їмтят—,2016-12-22,22.7268,22.7268,22.3254,22.6465,2015800,
603116.SH,Їмтят—,2016-12-23,22.6565,22.9275,22.496,22.777,3914199,
603116.SH,Їмтят—,2016-12-26,22.7067,22.8071,22.185,22.777,2437275,
603116.SH,Їмтят—,2016-12-27,22.7669,22.9275,22.5261,22.5662,3327000,
603116.SH,Їмтят—,2016-12-28,22.5261,22.5963,22.1147,22.185,3198863,
603116.SH,Їмтят—,2016-12-29,22.0846,22.2853,22.0846,22.1247,1558000,
603116.SH,Їмтят—,2016-12-30,22.1247,22.2351,22.0545,22.1348,1650160,
603116.SH,Їмтят—,2017-01-03,22.185,22.3254,22.1448,22.2953,1972000,
603116.SH,Їмтят—,2017-01-04,22.2552,22.5261,22.195,22.4157,2591605,
603116.SH,Їмтят—,2017-01-05,22.3756,22.4559,22.2853,22.4458,2254460,
603116.SH,Їмтят—,2017-01-06,22.4559,22.4559,22.1549,22.2452,2669201,
603116.SH,Їмтят—,2017-01-09,22.2251,22.3154,22.1649,22.2151,1997050,
603116.SH,Їмтят—,2017-01-10,22.1749,22.5462,22.1247,22.3756,2351051,
603116.SH,Їмтят—,2017-01-11,22.3555,22.4559,21.9742,22.0043,2342668,
603116.SH,Їмтят—,2017-01-12,22.0244,22.0344,21.312,21.4826,3310654,
603116.SH,Їмтят—,2017-01-13,21.4525,21.4625,21.1314,21.1515,2578982,
603116.SH,Їмтят—,2017-01-16,21.1214,21.1414,19.1748,19.8972,4493850,
603116.SH,Їмтят—,2017-01-17,19.9273,20.1079,19.2651,19.8872,2949709,
603116.SH,Їмтят—,2017-01-18,19.7567,20.1481,19.6765,19.9976,2745350,
603116.SH,Їмтят—,2017-01-19,19.8671,20.2685,19.7969,20.0979,1890434,
603116.SH,Їмтят—,2017-01-20,20.0678,20.3287,20.0277,20.2584,1273533,
603116.SH,Їмтят—,2017-01-23,20.2785,20.5093,20.2183,20.3186,1225947,
603116.SH,Їмтят—,2017-01-24,20.2283,20.4792,20.2083,20.2785,1498534,
603116.SH,Їмтят—,2017-01-25,20.1882,20.429,20.1782,20.3487,1087000,
603116.SH,Їмтят—,2017-01-26,20.3588,20.6598,20.2885,20.6096,1022166,
603116.SH,Їмтят—,2017-02-03,20.5695,20.5896,20.2083,20.3688,1061660,
603116.SH,Їмтят—,2017-02-06,20.3889,20.6397,20.3688,20.6297,1508163,
603116.SH,Їмтят—,2017-02-07,20.5896,20.7902,20.5193,20.71,1548590,
603116.SH,Їмтят—,2017-02-08,20.6598,20.8504,20.5996,20.8304,1743857,
603116.SH,Їмтят—,2017-02-09,20.7902,21.001,20.7401,20.8805,1489400,
603116.SH,Їмтят—,2017-02-10,20.8705,21.593,20.73,20.7601,5156529,
603116.SH,Їмтят—,2017-02-13,20.7702,21.0712,20.6197,20.9407,2640826,
603116.SH,Їмтят—,2017-02-14,20.8705,20.9909,20.8605,20.8705,1232287,
603116.SH,Їмтят—,2017-02-15,20.8705,20.9207,20.4792,20.5695,2193100,
603116.SH,Їмтят—,2017-02-16,20.5595,20.7401,20.4892,20.72,1821248,
603116.SH,Їмтят—,2017-02-17,20.6498,20.7902,20.409,20.4491,1807411,
603116.SH,Їмтят—,2017-02-20,20.4391,20.4391,20.118,20.3889,2445184,
603116.SH,Їмтят—,2017-02-21,20.4591,20.6698,20.3789,20.4993,2790067,
603116.SH,Їмтят—,2017-02-22,20.5595,21.3722,20.5595,20.9709,5390831,
603116.SH,Їмтят—,2017-02-23,20.9909,21.0612,20.7702,21.021,3440997,
603116.SH,Їмтят—,2017-02-24,20.9508,21.0913,20.8906,21.0812,2190143,
603116.SH,Їмтят—,2017-02-27,21.0812,21.1816,20.8805,21.1113,2495632,
603116.SH,Їмтят—,2017-02-28,21.0511,21.0612,20.8304,21.011,1857683,
603116.SH,Їмтят—,2017-03-01,20.9307,21.1615,20.9307,21.0311,2284782,
603116.SH,Їмтят—,2017-03-02,21.001,21.1214,20.8705,20.9006,1298803,
603116.SH,Їмтят—,2017-03-03,20.8705,20.9608,20.5795,20.9207,1813698,
603116.SH,Їмтят—,2017-03-06,20.8805,21.6532,20.8404,21.3321,4915076,
603116.SH,Їмтят—,2017-03-07,21.3321,21.7234,21.2217,21.603,3826037,
603116.SH,Їмтят—,2017-03-08,21.5729,22.0746,21.2217,21.6933,7307652,
603116.SH,Їмтят—,2017-03-09,21.6532,21.6532,21.0612,21.2819,3216361,
603116.SH,Їмтят—,2017-03-10,21.4725,21.6732,21.1715,21.603,3741209,
603116.SH,Їмтят—,2017-03-13,21.6532,21.6632,20.8003,20.9508,10450871,
603116.SH,Їмтят—,2017-03-14,20.8705,21.001,20.6397,20.6999,4982599,
603116.SH,Їмтят—,2017-03-15,20.6197,20.7601,20.5996,20.6899,2118024,
603116.SH,Їмтят—,2017-03-16,20.6698,20.9207,20.6698,20.8705,2208901,
603116.SH,Їмтят—,2017-03-17,20.8605,21.0311,20.5996,20.6698,3128592,
603116.SH,Їмтят—,2017-03-20,20.6397,20.8003,20.6096,20.7902,1841118,
603116.SH,Їмтят—,2017-03-21,20.8203,20.8906,20.7501,20.8304,1739535,
603116.SH,Їмтят—,2017-03-22,20.71,20.71,20.3086,20.4491,3816617,
603116.SH,Їмтят—,2017-03-23,20.4391,20.7702,20.3287,20.5996,3115384,
603116.SH,Їмтят—,2017-03-24,20.5996,20.6397,20.4491,20.6096,1741157,
603116.SH,Їмтят—,2017-03-27,20.5896,20.71,20.4892,20.5193,1372584,
603116.SH,Їмтят—,2017-03-28,20.4692,20.5193,20.3186,20.3588,2059221,
603116.SH,Їмтят—,2017-03-29,20.3889,20.3889,19.9675,20.0076,3204324,
603116.SH,Їмтят—,2017-03-30,19.9675,20.0678,19.4959,19.546,3125424,
603116.SH,Їмтят—,2017-03-31,19.5661,19.837,19.5661,19.7266,1641014,
603116.SH,Їмтят—,2017-04-05,19.7668,20.1481,19.7668,20.0176,2805460,
603116.SH,Їмтят—,2017-04-06,19.9273,19.9875,19.7768,19.9374,2301754,
603116.SH,Їмтят—,2017-04-07,19.8972,19.9976,19.837,19.9273,1660116,
603116.SH,Їмтят—,2017-04-10,19.9073,19.9073,19.6363,19.6765,2191189,
603116.SH,Їмтят—,2017-04-11,19.546,19.7567,19.3454,19.6765,2604314,
603116.SH,Їмтят—,2017-04-12,19.5962,19.6363,19.4959,19.526,1828400,
603116.SH,Їмтят—,2017-04-13,19.4758,19.6765,19.4758,19.6263,1389623,
603116.SH,Їмтят—,2017-04-14,19.5661,19.6062,19.3855,19.4557,1381969,
603116.SH,Їмтят—,2017-04-17,19.3654,19.4357,19.1647,19.235,1919795,
603116.SH,Їмтят—,2017-04-18,19.2751,19.3955,19.0945,19.1045,1567200,
603116.SH,Їмтят—,2017-04-19,19.0644,19.0744,18.6029,18.8035,2385876,
603116.SH,Їмтят—,2017-04-20,18.7935,18.8938,18.7132,18.8537,1446928,
603116.SH,Їмтят—,2017-04-21,18.9741,19.0142,18.7835,18.8838,1542623,
603116.SH,Їмтят—,2017-04-24,18.8136,18.8537,18.0911,18.1413,2408902,
603116.SH,Їмтят—,2017-04-25,18.1614,18.2818,18.0711,18.1714,1844506,
603116.SH,Їмтят—,2017-04-26,18.1112,18.3018,18.0911,18.1915,1086100,
603116.SH,Їмтят—,2017-04-27,18.2015,18.3921,17.8102,18.3119,2696432,
603116.SH,Їмтят—,2017-04-28,18.2617,18.5627,18.2015,18.5025,1787888,
603116.SH,Їмтят—,2017-05-02,18.5627,18.5928,18.4122,18.5426,1035845,
603116.SH,Їмтят—,2017-05-03,18.5125,18.8336,18.4222,18.8035,2197211,
603116.SH,Їмтят—,2017-05-04,18.653,18.8437,18.5627,18.7634,1712954,
603116.SH,Їмтят—,2017-05-05,18.6631,18.7333,18.4624,18.4824,1477647,
603116.SH,Їмтят—,2017-05-08,18.352,18.4423,18.061,18.1012,1276233,
603116.SH,Їмтят—,2017-05-09,18.1012,18.4122,17.9707,18.342,1106037,
603116.SH,Їмтят—,2017-05-10,18.342,18.4724,17.8704,17.8804,1633636,
603116.SH,Їмтят—,2017-05-11,17.8603,18.3921,17.2683,18.352,3765960,
603116.SH,Їмтят—,2017-05-12,18.5627,19.6062,18.362,18.9239,8152153,
603116.SH,Їмтят—,2017-05-15,18.6631,19.2551,18.4724,19.0343,5634162,
603116.SH,Їмтят—,2017-05-16,18.9239,19.2049,18.6831,19.2049,4684289,
603116.SH,Їмтят—,2017-05-17,19.1146,19.1547,18.8035,18.8938,4631219,
603116.SH,Їмтят—,2017-05-18,18.653,18.8938,18.6029,18.6631,2589463,
603116.SH,Їмтят—,2017-05-19,18.5828,18.9641,18.5828,18.7433,2547414,
603116.SH,Їмтят—,2017-05-22,18.6631,18.6932,18.1614,18.2015,2715143,
603116.SH,Їмтят—,2017-05-23,18.0711,18.1814,17.5493,17.6195,3152318,
603116.SH,Їмтят—,2017-05-24,17.5493,17.9105,17.5192,17.9005,2280792,
603116.SH,Їмтят—,2017-05-25,17.8603,18.1614,17.6597,18.0811,2740890,
603116.SH,Їмтят—,2017-05-26,18.0811,18.3319,17.9707,18.1513,2332912,
603116.SH,Їмтят—,2017-05-31,18.4222,18.6631,18.061,18.0711,2164692,
603116.SH,Їмтят—,2017-06-01,17.9707,17.9707,17.7199,17.75,2023011,
603116.SH,Їмтят—,2017-06-02,17.6597,18.1413,17.5894,18.1313,2140494,
603116.SH,Їмтят—,2017-06-05,18.0911,18.3219,18.0911,18.2115,2097380,
603116.SH,Їмтят—,2017-06-06,18.1513,18.2015,18.041,18.1915,1510701,
603116.SH,Їмтят—,2017-06-07,18.2015,18.6129,18.1212,18.5828,3405095,
603116.SH,Їмтят—,2017-06-08,18.5727,18.5828,18.4222,18.4523,2534027,
603116.SH,Їмтят—,2017-06-09,18.4624,18.5125,18.2015,18.3821,1898087,
603116.SH,Їмтят—,2017-06-12,18.1614,18.3219,17.9807,18.051,1719400,
603116.SH,Їмтят—,2017-06-13,17.9707,18.3319,17.9707,18.3018,1676759,
603116.SH,Їмтят—,2017-06-14,18.2818,18.3219,18.1313,18.2216,1218768,
603116.SH,Їмтят—,2017-06-15,18.2617,18.5125,18.2015,18.4624,2690273,
603116.SH,Їмтят—,2017-06-16,18.4122,18.4624,18.2617,18.2818,1863450,
603116.SH,Їмтят—,2017-06-19,18.2918,18.5326,18.2617,18.5226,1941199,
603116.SH,Їмтят—,2017-06-20,18.4624,18.5426,18.3721,18.4624,1963824,
603116.SH,Їмтят—,2017-06-21,18.5025,18.5828,18.3721,18.5125,1876328,
603116.SH,Їмтят—,2017-06-22,18.5125,18.5226,18.1313,18.1614,2136539,
603116.SH,Їмтят—,2017-06-23,18.0711,18.1915,17.9707,18.1814,1883851,
603116.SH,Їмтят—,2017-06-26,18.1614,18.3319,18.1012,18.3119,1513077,
603116.SH,Їмтят—,2017-06-27,18.2316,18.352,18.2316,18.3018,1392663,
603116.SH,Їмтят—,2017-06-28,18.3119,18.3319,18.1212,18.1513,1433277,
603116.SH,Їмтят—,2017-06-29,18.1513,18.3319,18.1413,18.3018,1493663,
603116.SH,Їмтят—,2017-06-30,18.2416,18.5125,18.2015,18.4423,2685130,
603116.SH,Їмтят—,2017-07-03,18.4423,18.5527,18.352,18.5125,2198847,
603116.SH,Їмтят—,2017-07-04,18.5326,18.5527,18.3821,18.4624,2223177,
603116.SH,Їмтят—,2017-07-05,18.4624,18.6029,18.4022,18.5125,2434734,
603116.SH,Їмтят—,2017-07-06,18.5838,18.5838,18.3193,18.3905,2643413,
603116.SH,Їмтят—,2017-07-07,18.4108,18.5125,18.3396,18.5125,2107910,
603116.SH,Їмтят—,2017-07-10,18.5329,18.5532,18.36,18.4007,1826901,
603116.SH,Їмтят—,2017-07-11,18.4007,18.7668,18.3295,18.4515,2930675,
603116.SH,Їмтят—,2017-07-12,18.421,18.5431,17.8107,18.2176,2211583,
603116.SH,Їмтят—,2017-07-13,18.2074,18.4007,18.004,18.2277,2007151,
603116.SH,Їмтят—,2017-07-14,18.2277,18.2583,18.004,18.065,1594265,
603116.SH,Їмтят—,2017-07-17,17.9734,18.0446,17.1088,17.1394,3549200,
603116.SH,Їмтят—,2017-07-18,17.0987,17.3021,17.0071,17.2411,1595800,
603116.SH,Їмтят—,2017-07-19,17.1902,17.4343,16.9868,17.4242,1775440,
603116.SH,Їмтят—,2017-07-20,17.353,17.5767,17.2919,17.3733,1921681,
603116.SH,Їмтят—,2017-07-21,17.3123,17.4343,17.3123,17.3631,1133941,
603116.SH,Їмтят—,2017-07-24,17.3123,17.8717,17.2716,17.6276,3116824,
603116.SH,Їмтят—,2017-07-25,17.5767,18.716,17.4852,18.2888,6018138,
603116.SH,Їмтят—,2017-07-26,18.2684,18.5634,17.9328,18.2684,4478600,
603116.SH,Їмтят—,2017-07-27,18.2583,18.6855,18.0548,18.4515,4232967,
603116.SH,Їмтят—,2017-07-28,18.6651,18.7974,18.1057,18.3396,4681045,
603116.SH,Їмтят—,2017-07-31,18.1565,18.6143,18.0548,18.1667,4254911,
603116.SH,Їмтят—,2017-08-01,18.1057,18.1972,17.9429,18.0243,2490974,
603116.SH,Їмтят—,2017-08-02,18.065,18.0853,17.6276,17.6378,2589107,
603116.SH,Їмтят—,2017-08-03,17.648,17.8005,17.648,17.7598,1561300,
603116.SH,Їмтят—,2017-08-04,17.7598,17.7598,17.7598,17.7598,0,
603116.SH,Їмтят—,2017-08-07,17.7598,17.7598,17.7598,17.7598,0,
603116.SH,Їмтят—,2017-08-08,17.7802,17.8717,17.6174,17.77,1816200,
603116.SH,Їмтят—,2017-08-09,17.7598,17.8819,17.6174,17.7904,1587701,
603116.SH,Їмтят—,2017-08-10,17.7802,17.8209,17.3937,17.4852,1683600,
603116.SH,Їмтят—,2017-08-11,17.3428,17.4343,17.2919,17.3225,1856278,
603116.SH,Їмтят—,2017-08-14,17.3631,17.5157,17.3021,17.5055,1445300,
603116.SH,Їмтят—,2017-08-15,17.5055,17.5564,17.4547,17.5259,1213300,
603116.SH,Їмтят—,2017-08-16,17.5462,17.7497,17.5055,17.7395,2172385,
603116.SH,Їмтят—,2017-08-17,17.7497,17.8005,17.6276,17.7598,1560151,
603116.SH,Їмтят—,2017-08-18,17.6378,17.7497,17.6073,17.6988,1358600,
603116.SH,Їмтят—,2017-08-21,17.7497,17.8717,17.6785,17.8514,1854701,
603116.SH,Їмтят—,2017-08-22,18.4312,18.4312,17.9226,17.9328,4866924,
603116.SH,Їмтят—,2017-08-23,17.8717,17.9836,17.7192,17.8209,2205200,
603116.SH,Їмтят—,2017-08-24,17.8412,17.9022,17.648,17.6785,1702341,
603116.SH,Їмтят—,2017-08-25,17.6886,17.8717,17.6683,17.8514,2060927,
603116.SH,Їмтят—,2017-08-28,17.8412,18.065,17.8412,18.0141,2671629,
603116.SH,Їмтят—,2017-08-29,18.0955,18.1565,17.9226,18.065,2749505,
603116.SH,Їмтят—,2017-08-30,18.0141,18.1667,17.9429,18.004,2124000,
603116.SH,Їмтят—,2017-08-31,18.004,18.3803,17.9633,18.2888,4549552,
603116.SH,Їмтят—,2017-09-01,18.2176,18.4922,18.1667,18.4413,3952090,
603116.SH,Їмтят—,2017-09-04,18.4719,18.482,18.2481,18.2989,4650700,
603116.SH,Їмтят—,2017-09-05,18.2786,18.4108,18.126,18.1464,1987724,
603116.SH,Їмтят—,2017-09-06,18.126,18.1972,18.0853,18.1769,2202000,
603116.SH,Їмтят—,2017-09-07,18.1565,18.2481,18.0853,18.0955,2521532,
603116.SH,Їмтят—,2017-09-08,18.126,18.2074,18.004,18.1871,1986754,
603116.SH,Їмтят—,2017-09-11,18.1565,18.3295,18.1362,18.3193,1773702,
603116.SH,Їмтят—,2017-09-12,18.3396,18.3498,18.0853,18.0955,2103567,
603116.SH,Їмтят—,2017-09-13,18.0345,18.1769,18.0345,18.126,1292012,
603116.SH,Їмтят—,2017-09-14,18.126,18.1972,17.9836,18.0345,1496600,
603116.SH,Їмтят—,2017-09-15,18.0141,18.065,17.9633,18.0141,1191300,
603116.SH,Їмтят—,2017-09-18,18.0446,18.1464,18.004,18.126,1277521,
603116.SH,Їмтят—,2017-09-19,18.1362,18.1464,18.004,18.0345,1229235,
603116.SH,Їмтят—,2017-09-20,18.0446,18.2379,18.0243,18.2074,1776745,
603116.SH,Їмтят—,2017-09-21,18.2176,18.2379,17.9836,18.0141,1683300,
603116.SH,Їмтят—,2017-09-22,18.0345,18.0752,17.8616,17.9531,1583161,
603116.SH,Їмтят—,2017-09-25,17.8514,17.9531,17.7293,17.7497,1183135,
603116.SH,Їмтят—,2017-09-26,17.7802,17.831,17.6988,17.77,1009807,
603116.SH,Їмтят—,2017-09-27,17.77,17.831,17.7395,17.8005,722575,
603116.SH,Їмтят—,2017-09-28,17.7904,17.8005,17.5971,17.6073,1202800,
603116.SH,Їмтят—,2017-09-29,17.6073,17.709,17.5259,17.6988,906401,
603116.SH,Їмтят—,2017-10-09,17.8514,17.9022,17.7497,17.7904,1273200,
603116.SH,Їмтят—,2017-10-10,17.7904,18.0548,17.7598,18.0141,1742390,
603116.SH,Їмтят—,2017-10-11,18.0853,18.1057,17.9531,18.0446,1471904,
603116.SH,Їмтят—,2017-10-12,18.004,18.0752,17.8717,17.9328,1098258,
603116.SH,Їмтят—,2017-10-13,17.9836,18.1057,17.9429,18.0752,1493391,
603116.SH,Їмтят—,2017-10-16,18.0752,18.2583,17.77,17.7904,2084633,
603116.SH,Їмтят—,2017-10-17,17.8005,17.9124,17.709,17.9124,1151200,
603116.SH,Їмтят—,2017-10-18,17.9022,18.4617,17.8819,18.1159,4409779,
603116.SH,Їмтят—,2017-10-19,18.0243,18.1057,17.6886,17.7802,2629589,
603116.SH,Їмтят—,2017-10-20,17.8514,18.2176,17.6988,18.1972,2003280,
603116.SH,Їмтят—,2017-10-23,18.2277,18.2277,18.0548,18.1871,2067307,
603116.SH,Їмтят—,2017-10-24,18.1362,18.1667,17.9022,18.0853,1722034,
603116.SH,Їмтят—,2017-10-25,18.1464,18.4312,18.0345,18.3701,4148852,
603116.SH,Їмтят—,2017-10-26,18.2989,18.4312,18.2379,18.3803,3088404,
603116.SH,Їмтят—,2017-10-27,18.3905,18.4007,18.1362,18.1769,2622849,
603116.SH,Їмтят—,2017-10-30,18.2176,18.2583,17.5971,17.6683,3773749,
603116.SH,Їмтят—,2017-10-31,17.8514,17.8514,17.6886,17.8107,1891587,
603116.SH,Їмтят—,2017-11-01,17.8717,17.8921,17.7497,17.8819,1636941,
603116.SH,Їмтят—,2017-11-02,17.8209,17.9022,17.6683,17.6785,1695000,
603116.SH,Їмтят—,2017-11-03,17.709,17.7904,17.353,17.5055,1957485,
603116.SH,Їмтят—,2017-11-06,17.4954,17.6683,17.3428,17.6378,1462158,
603116.SH,Їмтят—,2017-11-07,17.6378,17.6785,17.4954,17.648,1234406,
603116.SH,Їмтят—,2017-11-08,17.648,17.7802,17.6073,17.6683,1413872,
603116.SH,Їмтят—,2017-11-09,17.6581,17.7192,17.5869,17.6886,991584,
603116.SH,Їмтят—,2017-11-10,17.6886,17.6886,17.4954,17.5157,1661800,
603116.SH,Їмтят—,2017-11-13,17.5666,17.6581,17.4852,17.5462,1324201,
603116.SH,Їмтят—,2017-11-14,17.5666,17.5666,17.2411,17.353,2005641,
603116.SH,Їмтят—,2017-11-15,17.2919,17.414,17.2818,17.3326,1084046,
603116.SH,Їмтят—,2017-11-16,17.3123,17.3835,17.1495,17.2614,1198829,
603116.SH,Їмтят—,2017-11-17,17.2106,17.2716,16.5494,16.6104,3362279,
603116.SH,Їмтят—,2017-11-20,16.5697,16.6104,16.2443,16.4884,1628476,
603116.SH,Їмтят—,2017-11-21,16.4782,16.5596,16.3663,16.5291,1344000,
603116.SH,Їмтят—,2017-11-22,16.5087,16.5799,16.3765,16.4579,1157000,
603116.SH,Їмтят—,2017-11-23,16.4579,16.4579,16.0917,16.1934,1761593,
603116.SH,Їмтят—,2017-11-24,16.1018,16.2544,16.0917,16.1934,863000,
603116.SH,Їмтят—,2017-11-27,16.1425,16.2443,16.112,16.1222,875041,
603116.SH,Їмтят—,2017-11-28,16.1527,16.4375,16.1527,16.3561,1265700,
603116.SH,Їмтят—,2017-11-29,16.3561,16.3561,16.1018,16.2646,994260,
603116.SH,Їмтят—,2017-11-30,16.1934,16.3663,16.1731,16.2443,853500,
603116.SH,Їмтят—,2017-12-01,16.1731,16.346,16.1629,16.3358,1044912,
603116.SH,Їмтят—,2017-12-04,16.3358,16.3358,16.0917,16.1018,1079033,
603116.SH,Їмтят—,2017-12-05,16.0917,16.1222,15.339,15.3898,2865290,
603116.SH,Їмтят—,2017-12-06,15.3288,15.4915,15.2678,15.4814,1378932,
603116.SH,Їмтят—,2017-12-07,15.4509,15.5526,15.3491,15.4102,1244025,
603116.SH,Їмтят—,2017-12-08,15.3797,15.6746,15.3797,15.6034,1437938,
603116.SH,Їмтят—,2017-12-11,15.6136,15.7865,15.4915,15.7255,1442793,
603116.SH,Їмтят—,2017-12-12,15.7255,15.7255,15.4407,15.4407,1215600,
603116.SH,Їмтят—,2017-12-13,15.3695,15.7153,15.3288,15.6543,1057213,
603116.SH,Їмтят—,2017-12-14,15.5627,15.6543,15.5017,15.6238,709000,
603116.SH,Їмтят—,2017-12-15,15.5933,15.6645,15.5322,15.6339,654707,
603116.SH,Їмтят—,2017-12-18,15.6339,15.6645,15.4203,15.4509,855700,
603116.SH,Їмтят—,2017-12-19,15.461,15.6136,15.461,15.6034,855063,
603116.SH,Їмтят—,2017-12-20,15.8577,15.8577,15.4814,15.5017,955380,
603116.SH,Їмтят—,2017-12-21,15.4712,15.5322,15.339,15.4509,876352,
603116.SH,Їмтят—,2017-12-22,15.4509,15.5017,15.3695,15.3898,790280,
603116.SH,Їмтят—,2017-12-25,15.4305,15.4509,15.1864,15.2576,1093260,
603116.SH,Їмтят—,2017-12-26,15.3491,15.6339,15.2474,15.5526,1168831,
603116.SH,Їмтят—,2017-12-27,15.5627,15.5627,15.3695,15.4,930000,
603116.SH,Їмтят—,2017-12-28,15.4,15.6339,15.3186,15.5526,1252000,
603116.SH,Їмтят—,2017-12-29,15.5831,15.756,15.5831,15.6848,1079327,
603116.SH,Їмтят—,2018-01-02,15.6238,15.7865,15.6136,15.7662,1257944,
603116.SH,Їмтят—,2018-01-03,15.7153,15.817,15.6645,15.7662,1656292,
603116.SH,Їмтят—,2018-01-04,15.756,16.0306,15.7052,15.9493,2042013,
603116.SH,Їмтят—,2018-01-05,15.8882,15.9798,15.7967,15.8577,1462138,
603116.SH,Їмтят—,2018-01-08,15.8476,15.8577,15.7357,15.8476,1306056,
603116.SH,Їмтят—,2018-01-09,15.8374,16.0205,15.8069,15.8984,1216400,
603116.SH,Їмтят—,2018-01-10,15.8781,15.8781,15.6543,15.6848,1134277,
603116.SH,Їмтят—,2018-01-11,15.5627,15.8374,15.5627,15.7458,848478,
603116.SH,Їмтят—,2018-01-12,15.7255,15.8984,15.695,15.756,1399293,
603116.SH,Їмтят—,2018-01-15,15.6848,15.7052,15.3186,15.3593,1406283,
603116.SH,Їмтят—,2018-01-16,15.3695,15.5119,15.3288,15.4915,1093234,
603116.SH,Їмтят—,2018-01-17,15.4305,15.5627,15.2678,15.5526,1313851,
603116.SH,Їмтят—,2018-01-18,15.461,15.7357,15.461,15.6746,1331576,
603116.SH,Їмтят—,2018-01-19,15.6848,15.8272,15.6238,15.7764,1778001,
603116.SH,Їмтят—,2018-01-22,15.695,15.8577,15.5831,15.8069,1325711,
603116.SH,Їмтят—,2018-01-23,15.8069,15.8781,15.7458,15.8374,1089898,
603116.SH,Їмтят—,2018-01-24,15.8272,15.8882,15.6746,15.8476,1474407,
603116.SH,Їмтят—,2018-01-25,15.7865,15.9493,15.7662,15.7967,1707476,
603116.SH,Їмтят—,2018-01-26,15.7662,15.8781,15.756,15.7865,1092800,
603116.SH,Їмтят—,2018-01-29,15.8272,16.2544,15.7662,15.9086,3366405,
603116.SH,Їмтят—,2018-01-30,15.8374,16.5392,15.8272,16.3968,6022008,
603116.SH,Їмтят—,2018-01-31,16.2748,16.6003,16.0917,16.1629,4538671,
603116.SH,Їмтят—,2018-02-01,16.0917,16.2137,15.3288,15.339,4062826,
603116.SH,Їмтят—,2018-02-02,15.2169,15.2373,14.5456,14.9423,3257300,
603116.SH,Їмтят—,2018-02-05,14.688,14.9321,14.5659,14.7999,1399200,
603116.SH,Їмтят—,2018-02-06,14.6473,14.6473,13.9353,13.9556,2740500,
603116.SH,Їмтят—,2018-02-07,14.2201,14.2608,13.7318,14.159,1467201,
