´תֲכ,¼ע³ֶ,ָױֶÚ,¿×ֵּ¼Û(װ×),׳מ¸ß¼Û(װ×),׳מµֽ¼Û(װ×),Êױֵּ¼Û(װ×),³ֹ½»ֱ¿(¹ֹ),
003004.SZ,*STֹשׁ¸,2022-02-11,25.6173,25.6173,25.1019,25.1019,449074,
003004.SZ,*STֹשׁ¸,2022-02-14,25.112,25.5971,24.9807,25.304,225700,
003004.SZ,*STֹשׁ¸,2022-02-15,25.4657,25.4758,25.0615,25.2737,325000,
003004.SZ,*STֹשׁ¸,2022-02-16,25.4253,25.7992,25.0615,25.6678,472900,
003004.SZ,*STֹשׁ¸,2022-02-17,25.9205,25.9205,25.1828,25.4051,418100,
003004.SZ,*STֹשׁ¸,2022-02-18,25.1626,25.587,24.9605,25.5264,287400,
003004.SZ,*STֹשׁ¸,2022-02-21,25.6072,26.2439,25.2939,26.1125,679826,
003004.SZ,*STֹשׁ¸,2022-02-22,26.1024,26.2337,25.587,26.0721,609100,
003004.SZ,*STֹשׁ¸,2022-02-23,26.0721,26.4763,25.7487,26.0822,394600,
003004.SZ,*STֹשׁ¸,2022-02-24,25.9306,26.2135,24.9504,25.3647,722700,
003004.SZ,*STֹשׁ¸,2022-02-25,25.5668,26.0721,25.2434,25.6274,416312,
003004.SZ,*STֹשׁ¸,2022-02-28,25.4859,25.8194,24.9807,25.395,339782,
003004.SZ,*STֹשׁ¸,2022-03-01,25.6072,25.6577,25.2232,25.5062,400812,
003004.SZ,*STֹשׁ¸,2022-03-02,25.6072,25.9508,25.304,25.8295,444596,
003004.SZ,*STֹשׁ¸,2022-03-03,25.8295,26.254,25.6982,26.0417,397224,
003004.SZ,*STֹשׁ¸,2022-03-04,26.0721,26.2337,25.7689,25.9407,421700,
003004.SZ,*STֹשׁ¸,2022-03-07,25.6072,26.2439,25.6072,26.2439,605606,
003004.SZ,*STֹשׁ¸,2022-03-08,26.2843,28.3963,25.779,27.9921,2853764,
003004.SZ,*STֹשׁ¸,2022-03-09,27.3352,27.7192,26.8805,27.5475,2115812,
003004.SZ,*STֹשׁ¸,2022-03-10,27.3352,28.3054,26.6076,27.0826,1955029,
003004.SZ,*STֹשׁ¸,2022-03-11,26.9411,27.9921,26.3348,27.7192,1405632,
003004.SZ,*STֹשׁ¸,2022-03-14,27.3656,28.0123,27.0321,27.7597,1400588,
003004.SZ,*STֹשׁ¸,2022-03-15,27.79,28.2043,26.7794,26.8098,1510112,
003004.SZ,*STֹשׁ¸,2022-03-16,27.2746,28.8005,26.83,28.4671,2782109,
003004.SZ,*STֹשׁ¸,2022-03-17,28.3862,29.4574,27.9113,28.9925,2839367,
003004.SZ,*STֹשׁ¸,2022-03-18,28.5984,28.6287,27.8001,28.1134,1623561,
003004.SZ,*STֹשׁ¸,2022-03-21,28.1134,28.2548,27.3453,27.891,1295756,
003004.SZ,*STֹשׁ¸,2022-03-22,27.982,28.0628,27.6182,27.699,864588,
003004.SZ,*STֹשׁ¸,2022-03-23,27.79,27.8102,27.1634,27.5374,698300,
003004.SZ,*STֹשׁ¸,2022-03-24,27.3049,27.6586,27.0826,27.5475,580798,
003004.SZ,*STֹשׁ¸,2022-03-25,27.7698,27.79,25.9205,26.1226,1155804,
003004.SZ,*STֹשׁ¸,2022-03-28,25.6982,25.7891,24.6977,25.1828,846575,
003004.SZ,*STֹשׁ¸,2022-03-29,25.2131,25.5466,24.536,24.728,686437,
003004.SZ,*STֹשׁ¸,2022-03-30,24.6169,24.9403,24.0611,24.8897,718677,
003004.SZ,*STֹשׁ¸,2022-03-31,24.8493,24.9403,24.2531,24.4451,581942,
003004.SZ,*STֹשׁ¸,2022-04-01,24.6169,24.6169,23.6164,23.8489,818124,
003004.SZ,*STֹשׁ¸,2022-04-06,23.9297,24.3238,23.6771,24.2026,465377,
003004.SZ,*STֹשׁ¸,2022-04-07,24.2026,24.2026,23.6569,23.8388,346400,
003004.SZ,*STֹשׁ¸,2022-04-08,23.7478,25.2535,23.7377,23.9802,363600,
003004.SZ,*STֹשׁ¸,2022-04-11,23.7478,24.1419,23.6468,23.6569,379318,
003004.SZ,*STֹשׁ¸,2022-04-12,23.5659,23.8489,23.2526,23.8287,392012,
003004.SZ,*STֹשׁ¸,2022-04-13,23.283,23.9499,23.2627,23.5659,228400,
003004.SZ,*STֹשׁ¸,2022-04-14,23.6164,24.0207,23.3032,23.3537,393600,
003004.SZ,*STֹשׁ¸,2022-04-15,23.2526,23.6366,22.3634,22.4341,521148,
003004.SZ,*STֹשׁ¸,2022-04-18,22.232,22.8484,21.9288,22.4947,240060,
003004.SZ,*STֹשׁ¸,2022-04-19,22.4341,22.7979,22.232,22.5857,301500,
003004.SZ,*STֹשׁ¸,2022-04-20,22.8282,22.8282,22.3431,22.3735,330624,
003004.SZ,*STֹשׁ¸,2022-04-21,22.141,22.7878,21.9794,22.7878,623773,
003004.SZ,*STֹשׁ¸,2022-04-22,22.6867,22.6867,21.464,21.464,491200,
003004.SZ,*STֹשׁ¸,2022-04-25,21.0497,21.2113,19.4227,19.554,591612,
003004.SZ,*STֹשׁ¸,2022-04-26,19.5743,19.9279,18.21,18.3414,789654,
003004.SZ,*STֹשׁ¸,2022-04-27,18.4829,19.0892,17.2803,18.9982,710040,
003004.SZ,*STֹשׁ¸,2022-04-28,18.8972,19.2509,18.4323,18.786,638000,
003004.SZ,*STֹשׁ¸,2022-04-29,18.786,19.5237,18.5233,19.3924,531500,
003004.SZ,*STֹשׁ¸,2022-05-05,19.2206,19.7562,18.9376,19.4631,494700,
003004.SZ,*STֹשׁ¸,2022-05-06,19.2004,19.6854,18.9578,19.3721,366012,
003004.SZ,*STֹשׁ¸,2022-05-09,19.2004,19.6955,19.1801,19.5136,313012,
003004.SZ,*STֹשׁ¸,2022-05-10,19.4833,20.0896,19.2105,19.8774,527000,
003004.SZ,*STֹשׁ¸,2022-05-11,19.8572,20.4837,19.8572,19.9482,373900,
003004.SZ,*STֹשׁ¸,2022-05-12,19.8067,20.4433,19.7865,20.1907,323700,
003004.SZ,*STֹשׁ¸,2022-05-13,20.504,20.5848,20.1098,20.3322,355000,
003004.SZ,*STֹשׁ¸,2022-05-16,20.3322,20.8981,20.2311,20.3423,337112,
003004.SZ,*STֹשׁ¸,2022-05-17,20.1907,20.696,19.8774,20.1705,363877,
003004.SZ,*STֹשׁ¸,2022-05-18,20.1501,20.9667,20.1399,20.7115,361612,
003004.SZ,*STֹשׁ¸,2022-05-19,20.9258,20.9258,19.9153,20.8238,260700,
003004.SZ,*STֹשׁ¸,2022-05-20,20.9258,21.0075,20.5482,20.7217,345800,
003004.SZ,*STֹשׁ¸,2022-05-23,20.9258,21.0892,20.6604,20.9463,297500,
003004.SZ,*STֹשׁ¸,2022-05-24,21.0585,21.3035,19.4457,19.9051,638800,
003004.SZ,*STֹשׁ¸,2022-05-25,19.9051,20.2521,19.5172,19.9459,644200,
003004.SZ,*STֹשׁ¸,2022-05-26,20.0072,20.4053,19.4661,20.2828,670612,
003004.SZ,*STֹשׁ¸,2022-05-27,20.2113,20.4767,19.6295,19.7213,718700,
003004.SZ,*STֹשׁ¸,2022-05-30,20.0378,20.0378,19.507,19.8642,669800,
003004.SZ,*STֹשׁ¸,2022-05-31,20.7217,20.7217,19.5376,20.1705,801749,
003004.SZ,*STֹשׁ¸,2022-06-01,20.0174,20.5992,19.9255,20.4053,815349,
003004.SZ,*STֹשׁ¸,2022-06-02,20.4053,20.9258,20.2317,20.8034,581600,
003004.SZ,*STֹשׁ¸,2022-06-06,21.2219,21.7323,20.7931,21.4873,820397,
003004.SZ,*STֹשׁ¸,2022-06-07,21.4873,21.4975,20.8748,21.079,539712,
003004.SZ,*STֹשׁ¸,2022-06-08,21.2117,21.2117,20.2623,20.8238,626300,
003004.SZ,*STֹשׁ¸,2022-06-09,20.8238,20.834,19.9561,19.9969,553600,
003004.SZ,*STֹשׁ¸,2022-06-10,20.1399,20.5073,19.9357,20.4053,448638,
003004.SZ,*STֹשׁ¸,2022-06-13,20.5175,20.6196,20.1909,20.4971,408377,
003004.SZ,*STֹשׁ¸,2022-06-14,20.4971,20.4971,19.5274,20.0786,597977,
003004.SZ,*STֹשׁ¸,2022-06-15,19.9153,20.9463,19.9153,20.4053,796000,
003004.SZ,*STֹשׁ¸,2022-06-16,20.3338,20.5686,20.0072,20.4767,490100,
003004.SZ,*STֹשׁ¸,2022-06-17,20.395,20.5686,19.9561,20.3236,426686,
003004.SZ,*STֹשׁ¸,2022-06-20,20.5788,20.7217,20.3134,20.589,491566,
003004.SZ,*STֹשׁ¸,2022-06-21,20.589,20.9054,20.4461,20.7013,406777,
003004.SZ,*STֹשׁ¸,2022-06-22,20.9871,21.181,20.2215,20.2726,413728,
003004.SZ,*STֹשׁ¸,2022-06-23,20.2113,20.8748,20.1909,20.7115,538700,
003004.SZ,*STֹשׁ¸,2022-06-24,20.7217,20.9054,20.5992,20.8646,451700,
003004.SZ,*STֹשׁ¸,2022-06-27,20.9769,21.426,20.834,21.0892,551800,
003004.SZ,*STֹשׁ¸,2022-06-28,21.0892,21.6302,20.8646,21.5893,501100,
003004.SZ,*STֹשׁ¸,2022-06-29,21.5383,22.1508,20.9973,21.1096,698100,
003004.SZ,*STֹשׁ¸,2022-06-30,21.181,21.5893,21.0177,21.2933,543700,
003004.SZ,*STֹשׁ¸,2022-07-01,21.7425,21.7425,21.0483,21.1708,395400,
003004.SZ,*STֹשׁ¸,2022-07-04,21.2627,21.9466,20.8952,21.4566,707100,
003004.SZ,*STֹשׁ¸,2022-07-05,21.4464,21.4464,20.538,20.885,698700,
003004.SZ,*STֹשׁ¸,2022-07-06,20.8646,21.13,20.5175,20.885,678800,
003004.SZ,*STֹשׁ¸,2022-07-07,21.0177,21.0994,20.3848,20.538,563974,
003004.SZ,*STֹשׁ¸,2022-07-08,20.6502,21.2321,20.4257,21.1402,1101075,
003004.SZ,*STֹשׁ¸,2022-07-11,20.9769,21.079,20.1705,20.3542,793100,
003004.SZ,*STֹשׁ¸,2022-07-12,20.3542,20.4461,19.8132,19.8336,528854,
003004.SZ,*STֹשׁ¸,2022-07-13,19.8438,20.2726,19.6193,20.1092,305217,
003004.SZ,*STֹשׁ¸,2022-07-14,20.0174,21.079,19.9969,20.8238,954202,
003004.SZ,*STֹשׁ¸,2022-07-15,20.8748,20.9565,20.4767,20.5073,592417,
003004.SZ,*STֹשׁ¸,2022-07-18,20.3644,21.2525,20.3644,21.1606,842941,
003004.SZ,*STֹשׁ¸,2022-07-19,21.079,21.5893,20.9361,21.5689,654000,
003004.SZ,*STֹשׁ¸,2022-07-20,21.6404,21.7425,21.13,21.2525,390900,
003004.SZ,*STֹשׁ¸,2022-07-21,21.2627,21.9058,21.13,21.6608,724600,
003004.SZ,*STֹשׁ¸,2022-07-22,21.6812,22.0283,21.2321,21.5383,528300,
003004.SZ,*STֹשׁ¸,2022-07-25,21.865,21.865,21.5383,21.671,399562,
003004.SZ,*STֹשׁ¸,2022-07-26,21.7935,21.9466,21.4056,21.9262,458300,
003004.SZ,*STֹשׁ¸,2022-07-27,21.7425,22.1099,21.5587,21.6608,606812,
003004.SZ,*STֹשׁ¸,2022-07-28,21.722,22.4468,21.6506,22.3345,754700,
003004.SZ,*STֹשׁ¸,2022-07-29,22.3345,22.651,22.0181,22.2018,753124,
003004.SZ,*STֹשׁ¸,2022-08-01,22.2018,22.3856,21.8854,21.9568,560429,
003004.SZ,*STֹשׁ¸,2022-08-02,22.212,22.212,20.7931,21.181,884800,
003004.SZ,*STֹשׁ¸,2022-08-03,21.1402,21.967,21.0688,21.1402,609800,
003004.SZ,*STֹשׁ¸,2022-08-04,21.1504,21.671,21.1504,21.5281,476550,
003004.SZ,*STֹשׁ¸,2022-08-05,21.5281,21.9364,21.1504,21.9364,565812,
003004.SZ,*STֹשׁ¸,2022-08-08,21.9466,22.457,21.7323,22.4162,599069,
003004.SZ,*STֹשׁ¸,2022-08-09,22.4162,22.7837,22.0895,22.2222,756662,
003004.SZ,*STֹשׁ¸,2022-08-10,22.3958,23.0899,21.9875,22.7632,941624,
003004.SZ,*STֹשׁ¸,2022-08-11,22.7632,23.0695,22.6612,23.0286,518160,
003004.SZ,*STֹשׁ¸,2022-08-12,22.8449,23.2226,22.8245,22.8347,478917,
003004.SZ,*STֹשׁ¸,2022-08-15,22.8857,22.9674,22.4264,22.8551,575600,
003004.SZ,*STֹשׁ¸,2022-08-16,22.8653,23.0797,22.457,22.9266,553723,
003004.SZ,*STֹשׁ¸,2022-08-17,23.0184,23.2124,22.5489,22.6714,525200,
003004.SZ,*STֹשׁ¸,2022-08-18,22.7734,23.1103,22.5285,22.8449,715300,
003004.SZ,*STֹשׁ¸,2022-08-19,22.8245,23.0491,22.4264,22.457,536500,
003004.SZ,*STֹשׁ¸,2022-08-22,22.4978,22.8143,22.1508,22.5285,410556,
003004.SZ,*STֹשׁ¸,2022-08-23,22.3039,22.7122,22.1814,22.2937,353776,
003004.SZ,*STֹשׁ¸,2022-08-24,22.3856,22.4366,21.5077,21.5077,804206,
003004.SZ,*STֹשׁ¸,2022-08-25,21.5077,21.9977,21.2831,21.9568,652600,
003004.SZ,*STֹשׁ¸,2022-08-26,21.9568,21.9568,20.9361,21.0483,834302,
003004.SZ,*STֹשׁ¸,2022-08-29,20.7727,21.4158,20.0684,21.3137,978400,
003004.SZ,*STֹשׁ¸,2022-08-30,21.3852,21.6404,20.9565,21.3648,616534,
003004.SZ,*STֹשׁ¸,2022-08-31,21.1402,21.3239,20.4665,20.7829,526800,
003004.SZ,*STֹשׁ¸,2022-09-01,20.5175,20.9769,20.3644,20.5584,615800,
003004.SZ,*STֹשׁ¸,2022-09-02,20.5482,21.1096,20.3338,21.0688,543412,
003004.SZ,*STֹשׁ¸,2022-09-05,21.1096,21.3035,20.5992,20.8136,518610,
003004.SZ,*STֹשׁ¸,2022-09-06,20.8238,21.3852,20.7217,21.3137,701600,
003004.SZ,*STֹשׁ¸,2022-09-07,21.2729,21.3035,20.7421,20.8442,611240,
003004.SZ,*STֹשׁ¸,2022-09-08,20.9565,20.9871,20.4155,20.5482,520700,
003004.SZ,*STֹשׁ¸,2022-09-09,20.6196,20.6604,20.293,20.4461,515154,
003004.SZ,*STֹשׁ¸,2022-09-13,20.7013,21.0279,20.5175,20.9156,526640,
003004.SZ,*STֹשׁ¸,2022-09-14,20.64,21.0177,20.5686,20.9258,375200,
003004.SZ,*STֹשׁ¸,2022-09-15,21.2831,21.2831,20.4461,20.5788,439700,
003004.SZ,*STֹשׁ¸,2022-09-16,20.5992,20.6094,19.752,19.7622,454510,
003004.SZ,*STֹשׁ¸,2022-09-19,19.8336,19.9765,19.1905,19.262,524730,
003004.SZ,*STֹשׁ¸,2022-09-20,19.6499,19.9969,19.2824,19.9867,447806,
003004.SZ,*STֹשׁ¸,2022-09-21,19.9867,20.2317,19.4661,20.048,400896,
003004.SZ,*STֹשׁ¸,2022-09-22,20.1296,20.3032,19.9255,20.0888,329090,
003004.SZ,*STֹשׁ¸,2022-09-23,19.9255,20.1092,19.5988,19.7111,368499,
003004.SZ,*STֹשׁ¸,2022-09-26,19.507,19.558,19.068,19.1803,338806,
003004.SZ,*STֹשׁ¸,2022-09-27,19.1803,19.6805,19.1497,19.6601,321600,
003004.SZ,*STֹשׁ¸,2022-09-28,19.6703,21.1606,19.507,19.8132,1279400,
003004.SZ,*STֹשׁ¸,2022-09-29,20.0072,20.1399,19.1089,19.1701,1093142,
003004.SZ,*STֹשׁ¸,2022-09-30,19.2926,21.0892,19.2926,21.0892,1295542,
003004.SZ,*STֹשׁ¸,2022-10-10,21.722,21.9364,20.0378,20.2113,3469134,
003004.SZ,*STֹשׁ¸,2022-10-11,20.395,22.2324,20.1194,22.2324,1456400,
003004.SZ,*STֹשׁ¸,2022-10-12,22.7837,24.4577,22.4672,24.4577,6071382,
003004.SZ,*STֹשׁ¸,2022-10-13,26.0297,26.9076,25.8358,26.9076,4066990,
003004.SZ,*STֹשׁ¸,2022-10-14,28.0713,29.1737,25.3152,25.5295,10063904,
003004.SZ,*STֹשׁ¸,2022-10-17,24.866,26.7443,24.2944,26.4278,8608433,
003004.SZ,*STֹשׁ¸,2022-10-18,25.2233,26.4584,25.2233,25.5193,6064140,
003004.SZ,*STֹשׁ¸,2022-10-19,25.1518,27.5507,24.3761,26.6422,7662225,
003004.SZ,*STֹשׁ¸,2022-10-20,25.6418,27.6629,25.5908,26.2849,6704702,
003004.SZ,*STֹשׁ¸,2022-10-21,25.7031,28.9083,25.0191,26.3359,6634382,
003004.SZ,*STֹשׁ¸,2022-10-24,25.1212,25.9378,23.7023,23.7023,4508200,
003004.SZ,*STֹשׁ¸,2022-10-25,21.9977,22.2631,21.3342,21.3342,4028490,
003004.SZ,*STֹשׁ¸,2022-10-26,21.0994,22.406,20.7319,22.1202,4365267,
003004.SZ,*STֹשׁ¸,2022-10-27,22.3345,23.784,22.0487,22.3549,5009313,
003004.SZ,*STֹשׁ¸,2022-10-28,23.0695,24.3761,21.7425,21.7425,4083450,
003004.SZ,*STֹשׁ¸,2022-10-31,22.457,23.9167,22.457,23.9167,1453195,
003004.SZ,*STֹשׁ¸,2022-11-01,24.6313,24.6313,22.9572,23.294,5229170,
003004.SZ,*STֹשׁ¸,2022-11-02,23.5288,25.6214,23.0388,24.8354,6717695,
003004.SZ,*STֹשׁ¸,2022-11-03,24.1107,27.3159,23.9473,27.3159,5737034,
003004.SZ,*STֹשׁ¸,2022-11-04,28.6633,30.0516,28.5816,30.0516,2819484,
003004.SZ,*STֹשׁ¸,2022-11-07,30.6232,33.0526,29.092,29.5003,13250867,
003004.SZ,*STֹשׁ¸,2022-11-08,28.8675,29.3472,26.8361,27.0301,9510375,
003004.SZ,*STֹשׁ¸,2022-11-09,27.0301,27.3567,26.2339,26.5911,5429701,
003004.SZ,*STֹשׁ¸,2022-11-10,26.3155,26.8872,26.2339,26.4278,4115193,
003004.SZ,*STֹשׁ¸,2022-11-11,26.6422,27.0301,25.3866,25.7031,4990682,
003004.SZ,*STֹשׁ¸,2022-11-14,25.2845,26.0195,25.0906,25.7439,3186364,
003004.SZ,*STֹשׁ¸,2022-11-15,25.5193,26.9484,25.3356,26.5401,5009201,
003004.SZ,*STֹשׁ¸,2022-11-16,26.2951,27.5098,26.2441,27.4792,5574000,
003004.SZ,*STֹשׁ¸,2022-11-17,30.2251,30.2251,30.2251,30.2251,1681920,
003004.SZ,*STֹשׁ¸,2022-11-18,33.2466,33.2466,33.2466,33.2466,659512,
003004.SZ,*STֹשׁ¸,2022-11-21,36.3395,36.5743,32.6647,36.5743,10894956,
003004.SZ,*STֹשׁ¸,2022-11-22,36.7478,40.2287,35.1554,37.9523,14654268,
003004.SZ,*STֹשׁ¸,2022-11-23,35.676,41.7496,34.1551,41.7496,16138393,
003004.SZ,*STֹשׁ¸,2022-11-24,40.8207,40.8718,37.5747,37.5747,8958400,
003004.SZ,*STֹשׁ¸,2022-11-25,33.8488,35.2065,33.8182,33.8182,2347300,
003004.SZ,*STֹשׁ¸,2022-11-28,30.4803,31.4602,30.4395,30.4395,8897718,
003004.SZ,*STֹשׁ¸,2022-11-29,29.6024,29.8882,29.1839,29.6024,8660306,
003004.SZ,*STֹשׁ¸,2022-11-30,29.3574,29.4799,28.8879,29.3574,6011944,
003004.SZ,*STֹשׁ¸,2022-12-01,29.3676,32.236,29.3268,31.4908,11263123,
003004.SZ,*STֹשׁ¸,2022-12-02,30.6028,31.1642,30.1128,30.1638,6718366,
003004.SZ,*STֹשׁ¸,2022-12-05,30.174,30.2557,29.1227,29.6841,5280479,
003004.SZ,*STֹשׁ¸,2022-12-06,29.3881,30.317,29.2043,30.2251,4282424,
003004.SZ,*STֹשׁ¸,2022-12-07,29.9393,30.0618,29.3983,29.7045,3382148,
003004.SZ,*STֹשׁ¸,2022-12-08,29.6024,29.6024,27.6119,27.6936,5709422,
003004.SZ,*STֹשׁ¸,2022-12-09,27.6936,28.1938,27.5609,28.1529,3128358,
003004.SZ,*STֹשׁ¸,2022-12-12,28.2754,28.4796,27.6221,28.0713,2809771,
003004.SZ,*STֹשׁ¸,2022-12-13,28.2244,28.3265,27.5915,27.7242,2307900,
003004.SZ,*STֹשׁ¸,2022-12-14,27.7242,28.061,27.5609,27.765,2353027,
003004.SZ,*STֹשׁ¸,2022-12-15,27.8467,28.99,27.2546,28.7654,4645500,
003004.SZ,*STֹשׁ¸,2022-12-16,28.3571,28.3775,26.9484,27.1015,3950014,
003004.SZ,*STֹשׁ¸,2022-12-19,26.7749,27.8671,26.7749,27.3567,2442926,
003004.SZ,*STֹשׁ¸,2022-12-20,27.1424,28.0815,27.0505,28.0713,3103312,
003004.SZ,*STֹשׁ¸,2022-12-21,27.9488,30.2047,27.2036,29.6024,7302442,
003004.SZ,*STֹשׁ¸,2022-12-22,29.4085,29.4085,28.0713,28.6225,4373200,
003004.SZ,*STֹשׁ¸,2022-12-23,28.2754,30.8273,27.9794,30.368,7585600,
003004.SZ,*STֹשׁ¸,2022-12-26,29.7964,31.1336,29.6024,30.8988,5410312,
003004.SZ,*STֹשׁ¸,2022-12-27,30.5619,30.5722,29.6024,29.7555,3940112,
003004.SZ,*STֹשׁ¸,2022-12-28,29.8474,29.8474,27.8977,29.286,4435442,
003004.SZ,*STֹשׁ¸,2022-12-29,28.8879,29.1737,28.4387,28.5816,3193800,
003004.SZ,*STֹשׁ¸,2022-12-30,27.0607,27.8977,26.0297,26.7545,4394100,
003004.SZ,*STֹשׁ¸,2023-01-03,26.7443,28.2958,26.1522,27.9794,4303168,
003004.SZ,*STֹשׁ¸,2023-01-04,28.1121,30.7763,27.3771,30.7763,9661150,
003004.SZ,*STֹשׁ¸,2023-01-05,31.7562,33.1649,30.1536,30.8682,13407012,
003004.SZ,*STֹשׁ¸,2023-01-06,30.8784,31.0927,29.633,29.633,6874824,
003004.SZ,*STֹשׁ¸,2023-01-09,30.2965,31.3071,29.8168,31.1336,7180474,
003004.SZ,*STֹשׁ¸,2023-01-10,30.8886,31.0315,29.6943,30.5619,4405442,
003004.SZ,*STֹשׁ¸,2023-01-11,30.6334,30.8069,29.633,29.6841,3377600,
003004.SZ,*STֹשׁ¸,2023-01-12,29.6841,30.1434,29.2451,29.5412,2775800,
003004.SZ,*STֹשׁ¸,2023-01-13,29.5208,29.7862,28.0508,28.1529,3916162,
003004.SZ,*STֹשׁ¸,2023-01-16,28.3775,28.9491,27.8773,28.8062,2300000,
003004.SZ,*STֹשׁ¸,2023-01-17,28.7858,28.7858,27.7242,27.7548,2105900,
003004.SZ,*STֹשׁ¸,2023-01-18,27.6936,28.2142,27.173,28.1733,1772100,
003004.SZ,*STֹשׁ¸,2023-01-19,28.0713,30.9907,27.8773,30.9907,4766700,
003004.SZ,*STֹשׁ¸,2023-01-20,30.6232,30.8171,29.6943,30.664,5862200,
003004.SZ,*STֹשׁ¸,2023-01-30,30.8478,31.4092,30.7763,31.3275,5618100,
003004.SZ,*STֹשׁ¸,2023-01-31,31.3071,32.2054,30.3986,31.8992,6542500,
003004.SZ,*STֹשׁ¸,2023-02-01,31.5725,32.5729,31.3377,32.4198,5822142,
003004.SZ,*STֹשׁ¸,2023-02-02,32.0931,35.6658,31.8889,32.3789,7959100,
003004.SZ,*STֹשׁ¸,2023-02-03,32.5729,35.6148,32.5729,35.6148,7011100,
003004.SZ,*STֹשׁ¸,2023-02-06,36.7478,36.7478,34.0734,34.7982,10423100,
003004.SZ,*STֹשׁ¸,2023-02-07,34.3796,36.5437,34.0224,35.4514,8052600,
003004.SZ,*STֹשׁ¸,2023-02-08,34.053,34.8186,32.8383,33.2262,6365147,
003004.SZ,*STֹשׁ¸,2023-02-09,33.216,36.2374,32.9812,34.8288,7940412,
003004.SZ,*STֹשׁ¸,2023-02-10,34.3694,34.4817,32.2768,32.6647,7132900,
003004.SZ,*STֹשׁ¸,2023-02-13,32.7464,32.8587,31.9808,32.3891,3704600,
003004.SZ,*STֹשׁ¸,2023-02-14,32.5422,33.0526,32.1646,32.971,3999700,
003004.SZ,*STֹשׁ¸,2023-02-15,32.8893,33.3997,32.2666,33.2364,4493100,
