΄ϊΒλ,Ός³Ζ,ΘΥΖΪ,ΏªΕΜΌΫ(Τª),ΧξΈίΌΫ(Τª),ΧξµΝΌΫ(Τª),ΚΥΕΜΌΫ(Τª),³Ι½»ΑΏ(ΉΙ),
603885.SH,ΌªΟιΊ½ΏΥ,2020-04-01,28.9419,29.4389,28.5326,28.7373,8422949,
603885.SH,ΌªΟιΊ½ΏΥ,2020-04-02,28.5619,29.1758,28.2695,29.1465,8250339,
603885.SH,ΌªΟιΊ½ΏΥ,2020-04-03,29.1173,29.1173,28.6203,28.7957,7641044,
603885.SH,ΌªΟιΊ½ΏΥ,2020-04-07,28.9419,29.1758,28.7957,29.1465,16821201,
603885.SH,ΌªΟιΊ½ΏΥ,2020-04-08,29.1465,30.199,28.8542,29.8482,22075760,
603885.SH,ΌªΟιΊ½ΏΥ,2020-04-09,29.7897,29.9651,29.5266,29.6728,11020410,
603885.SH,ΌªΟιΊ½ΏΥ,2020-04-10,29.6728,29.6728,28.825,29.0004,9762186,
603885.SH,ΌªΟιΊ½ΏΥ,2020-04-13,28.6788,28.6788,26.4862,26.9247,32737890,
603885.SH,ΌªΟιΊ½ΏΥ,2020-04-14,26.8663,27.2756,26.5447,27.2171,17283578,
603885.SH,ΌªΟιΊ½ΏΥ,2020-04-15,27.2171,28.5034,27.0417,28.0064,28063192,
603885.SH,ΌªΟιΊ½ΏΥ,2020-04-16,27.7725,27.7725,27.1294,27.2463,14532876,
603885.SH,ΌªΟιΊ½ΏΥ,2020-04-17,27.5971,29.0881,27.2756,28.6496,35682699,
603885.SH,ΌªΟιΊ½ΏΥ,2020-04-20,28.7373,28.8542,27.7433,28.0064,24545974,
603885.SH,ΌªΟιΊ½ΏΥ,2020-04-21,28.2111,28.2111,27.2171,27.5679,13687709,
603885.SH,ΌªΟιΊ½ΏΥ,2020-04-22,27.2463,28.4157,27.1001,28.2695,18569019,
603885.SH,ΌªΟιΊ½ΏΥ,2020-04-23,28.2403,28.5619,27.9187,27.9479,13982108,
603885.SH,ΌªΟιΊ½ΏΥ,2020-04-24,28.0064,28.0356,27.1879,27.2756,11207066,
603885.SH,ΌªΟιΊ½ΏΥ,2020-04-27,27.3925,27.451,26.8078,26.9247,9252718,
603885.SH,ΌªΟιΊ½ΏΥ,2020-04-28,26.954,27.2756,26.2816,26.837,11054516,
603885.SH,ΌªΟιΊ½ΏΥ,2020-04-29,26.837,27.3048,26.6324,27.1586,7982519,
603885.SH,ΌªΟιΊ½ΏΥ,2020-04-30,28.2111,29.6728,28.2111,28.8542,41313178,
603885.SH,ΌªΟιΊ½ΏΥ,2020-05-06,27.8018,28.2111,27.5679,27.8602,22389197,
603885.SH,ΌªΟιΊ½ΏΥ,2020-05-07,27.5387,27.6848,27.334,27.4217,12987897,
603885.SH,ΌªΟιΊ½ΏΥ,2020-05-08,27.5679,28.0941,27.3633,27.831,13976675,
603885.SH,ΌªΟιΊ½ΏΥ,2020-05-11,28.0649,28.5911,27.6848,27.9187,12694125,
603885.SH,ΌªΟιΊ½ΏΥ,2020-05-12,27.9187,27.9187,27.2756,27.5679,12551821,
603885.SH,ΌªΟιΊ½ΏΥ,2020-05-13,27.3633,27.5094,27.1586,27.5094,9165632,
603885.SH,ΌªΟιΊ½ΏΥ,2020-05-14,27.2171,27.334,26.7493,26.9247,16462794,
603885.SH,ΌªΟιΊ½ΏΥ,2020-05-15,26.954,27.1294,26.4278,26.7493,14305817,
603885.SH,ΌªΟιΊ½ΏΥ,2020-05-18,26.7201,26.8078,26.3108,26.6032,9898822,
603885.SH,ΌªΟιΊ½ΏΥ,2020-05-19,27.5387,27.7141,27.0124,27.1294,16921676,
603885.SH,ΌªΟιΊ½ΏΥ,2020-05-20,26.9832,27.3633,26.6909,26.8078,10717782,
603885.SH,ΌªΟιΊ½ΏΥ,2020-05-21,26.9247,26.954,26.5739,26.6909,7586120,
603885.SH,ΌªΟιΊ½ΏΥ,2020-05-22,26.6909,26.8091,26.3362,26.4544,8922310,
603885.SH,ΌªΟιΊ½ΏΥ,2020-05-25,26.3657,26.5135,26.0702,26.1293,6103626,
603885.SH,ΌªΟιΊ½ΏΥ,2020-05-26,26.1293,26.4544,26.1293,26.4544,5969163,
603885.SH,ΌªΟιΊ½ΏΥ,2020-05-27,26.8387,27.3411,26.75,26.8091,14008109,
603885.SH,ΌªΟιΊ½ΏΥ,2020-05-28,26.8091,26.9569,26.4249,26.6318,8844646,
603885.SH,ΌªΟιΊ½ΏΥ,2020-05-29,26.5431,27.016,26.3066,26.9865,13175844,
603885.SH,ΌªΟιΊ½ΏΥ,2020-06-01,27.016,27.755,26.8387,27.6958,18720435,
603885.SH,ΌªΟιΊ½ΏΥ,2020-06-02,28.021,28.0801,27.6072,27.755,13445756,
603885.SH,ΌªΟιΊ½ΏΥ,2020-06-03,27.8141,28.4939,27.6958,28.1983,20861513,
603885.SH,ΌªΟιΊ½ΏΥ,2020-06-04,28.1097,28.287,27.6663,28.0801,11217542,
603885.SH,ΌªΟιΊ½ΏΥ,2020-06-05,28.6121,29.6171,28.4052,29.026,32704598,
603885.SH,ΌªΟιΊ½ΏΥ,2020-06-08,29.558,30.09,28.9077,29.3807,26766592,
603885.SH,ΌªΟιΊ½ΏΥ,2020-06-09,29.4989,29.7945,29.026,29.1146,18535483,
603885.SH,ΌªΟιΊ½ΏΥ,2020-06-10,28.9668,29.1146,28.4348,28.9373,13087036,
603885.SH,ΌªΟιΊ½ΏΥ,2020-06-11,28.9373,29.0555,27.9914,28.0505,15237653,
603885.SH,ΌªΟιΊ½ΏΥ,2020-06-12,27.3707,27.8436,27.2229,27.6958,11197591,
603885.SH,ΌªΟιΊ½ΏΥ,2020-06-15,27.7254,27.755,26.8978,26.9273,18994404,
603885.SH,ΌªΟιΊ½ΏΥ,2020-06-16,27.1934,27.4298,27.0751,27.282,9858381,
603885.SH,ΌªΟιΊ½ΏΥ,2020-06-17,27.1342,27.3707,26.9273,27.282,8679320,
603885.SH,ΌªΟιΊ½ΏΥ,2020-06-18,27.1934,27.2229,26.9569,27.1934,8581452,
603885.SH,ΌªΟιΊ½ΏΥ,2020-06-19,27.1342,27.4889,27.0456,27.4594,8894625,
603885.SH,ΌªΟιΊ½ΏΥ,2020-06-22,27.4594,27.4594,27.1342,27.2229,8705221,
603885.SH,ΌªΟιΊ½ΏΥ,2020-06-23,27.1638,27.282,27.016,27.0751,8547388,
603885.SH,ΌªΟιΊ½ΏΥ,2020-06-24,27.1638,27.1638,26.9865,27.0751,5489885,
603885.SH,ΌªΟιΊ½ΏΥ,2020-06-29,26.9273,26.9569,26.5726,26.6613,10081465,
603885.SH,ΌªΟιΊ½ΏΥ,2020-06-30,26.9273,27.0456,26.8091,26.8978,5399882,
603885.SH,ΌªΟιΊ½ΏΥ,2020-07-01,26.8091,27.1638,26.75,27.1047,6944351,
603885.SH,ΌªΟιΊ½ΏΥ,2020-07-02,27.1934,27.9914,27.0456,27.9028,17402048,
603885.SH,ΌªΟιΊ½ΏΥ,2020-07-03,28.0505,28.1688,27.7254,28.0505,14194105,
603885.SH,ΌªΟιΊ½ΏΥ,2020-07-06,28.2279,29.3807,28.1983,29.292,28154105,
603885.SH,ΌªΟιΊ½ΏΥ,2020-07-07,29.7649,30.1196,28.8486,28.8486,30064216,
603885.SH,ΌªΟιΊ½ΏΥ,2020-07-08,28.7895,29.7649,28.4939,29.6171,27932022,
603885.SH,ΌªΟιΊ½ΏΥ,2020-07-09,29.6171,30.2378,29.4989,30.1492,25735002,
603885.SH,ΌªΟιΊ½ΏΥ,2020-07-10,29.9423,30.6221,29.5284,29.7058,24398666,
603885.SH,ΌªΟιΊ½ΏΥ,2020-07-13,29.6762,30.1196,29.2033,30.0309,25864447,
603885.SH,ΌªΟιΊ½ΏΥ,2020-07-14,29.8831,30.4447,29.3511,29.6467,25193494,
603885.SH,ΌªΟιΊ½ΏΥ,2020-07-15,30.6221,31.6271,29.8536,30.1196,47613867,
603885.SH,ΌªΟιΊ½ΏΥ,2020-07-16,30.5334,30.6812,28.8191,28.9668,30488106,
603885.SH,ΌªΟιΊ½ΏΥ,2020-07-17,28.8486,29.0851,27.8732,28.4348,24775045,
603885.SH,ΌªΟιΊ½ΏΥ,2020-07-20,28.553,29.2033,28.0801,29.2033,23733384,
603885.SH,ΌªΟιΊ½ΏΥ,2020-07-21,29.2624,29.6467,28.9373,29.1442,16885954,
603885.SH,ΌªΟιΊ½ΏΥ,2020-07-22,29.026,30.0309,28.9668,29.6467,21003577,
603885.SH,ΌªΟιΊ½ΏΥ,2020-07-23,29.2624,29.4693,28.1983,28.7304,23510608,
603885.SH,ΌªΟιΊ½ΏΥ,2020-07-24,28.5826,28.7008,27.1342,27.3411,29191510,
603885.SH,ΌªΟιΊ½ΏΥ,2020-07-27,27.4594,27.5776,26.8682,27.0751,13928243,
603885.SH,ΌªΟιΊ½ΏΥ,2020-07-28,27.1934,27.282,26.9273,27.0751,8908291,
603885.SH,ΌªΟιΊ½ΏΥ,2020-07-29,27.016,27.5185,26.8978,27.5185,10694873,
603885.SH,ΌªΟιΊ½ΏΥ,2020-07-30,27.5481,27.6072,27.2525,27.3411,8185512,
603885.SH,ΌªΟιΊ½ΏΥ,2020-07-31,27.3411,27.6958,27.1638,27.5185,8859264,
603885.SH,ΌªΟιΊ½ΏΥ,2020-08-03,27.6072,28.021,27.5185,27.9914,14850627,
603885.SH,ΌªΟιΊ½ΏΥ,2020-08-04,28.1392,28.4348,27.8732,28.287,14418339,
603885.SH,ΌªΟιΊ½ΏΥ,2020-08-05,28.287,28.287,27.8141,28.0801,9557464,
603885.SH,ΌªΟιΊ½ΏΥ,2020-08-06,28.2574,28.9668,28.2574,28.7304,20084681,
603885.SH,ΌªΟιΊ½ΏΥ,2020-08-07,28.6713,29.0555,28.2279,28.6713,15339764,
603885.SH,ΌªΟιΊ½ΏΥ,2020-08-10,28.5235,29.3215,28.0801,29.0555,15428064,
603885.SH,ΌªΟιΊ½ΏΥ,2020-08-11,29.2329,29.8536,28.8782,29.026,20031821,
603885.SH,ΌªΟιΊ½ΏΥ,2020-08-12,28.9668,30.8586,28.9668,30.4447,49338482,
603885.SH,ΌªΟιΊ½ΏΥ,2020-08-13,30.4447,31.834,29.9423,31.3019,41122895,
603885.SH,ΌªΟιΊ½ΏΥ,2020-08-14,31.0359,31.4497,30.2969,31.0359,19742865,
603885.SH,ΌªΟιΊ½ΏΥ,2020-08-17,31.095,31.7749,30.7699,31.4202,23294638,
603885.SH,ΌªΟιΊ½ΏΥ,2020-08-18,31.2428,31.2428,30.3561,30.7403,21624240,
603885.SH,ΌªΟιΊ½ΏΥ,2020-08-19,30.4743,33.0458,30.2378,32.2182,42731899,
603885.SH,ΌªΟιΊ½ΏΥ,2020-08-20,31.8931,33.4301,31.4793,31.8635,32524088,
603885.SH,ΌªΟιΊ½ΏΥ,2020-08-21,32.3069,32.9572,31.2428,32.5138,24447313,
603885.SH,ΌªΟιΊ½ΏΥ,2020-08-24,32.1887,32.9276,31.7749,32.1295,17772367,
603885.SH,ΌªΟιΊ½ΏΥ,2020-08-25,32.4251,33.5483,32.3365,32.7503,21740120,
603885.SH,ΌªΟιΊ½ΏΥ,2020-08-26,32.6025,32.7798,31.4793,31.7749,16505925,
603885.SH,ΌªΟιΊ½ΏΥ,2020-08-27,31.5975,31.7157,30.7994,31.1541,16112744,
603885.SH,ΌªΟιΊ½ΏΥ,2020-08-28,31.3315,32.4547,30.9177,32.3069,14446711,
603885.SH,ΌªΟιΊ½ΏΥ,2020-08-31,32.3069,32.8685,31.9226,32.3069,16190762,
603885.SH,ΌªΟιΊ½ΏΥ,2020-09-01,32.1591,32.632,31.6566,32.4547,11222553,
603885.SH,ΌªΟιΊ½ΏΥ,2020-09-02,32.7798,33.1641,32.366,32.4842,13456521,
603885.SH,ΌªΟιΊ½ΏΥ,2020-09-03,32.632,33.9917,32.5138,33.8144,25742692,
603885.SH,ΌªΟιΊ½ΏΥ,2020-09-04,33.4597,37.184,33.0163,37.184,40643132,
603885.SH,ΌªΟιΊ½ΏΥ,2020-09-07,37.2726,38.2185,35.8834,36.3563,46284899,
603885.SH,ΌªΟιΊ½ΏΥ,2020-09-08,36.2972,37.1544,34.9671,35.6174,37008202,
603885.SH,ΌªΟιΊ½ΏΥ,2020-09-09,35.44,36.8293,34.2873,34.6124,34372782,
603885.SH,ΌªΟιΊ½ΏΥ,2020-09-10,34.8489,35.2923,33.9326,33.9917,24571005,
603885.SH,ΌªΟιΊ½ΏΥ,2020-09-11,33.6666,34.9671,33.3119,34.4646,21581439,
603885.SH,ΌªΟιΊ½ΏΥ,2020-09-14,34.8193,35.2923,33.7257,34.1395,18519676,
603885.SH,ΌªΟιΊ½ΏΥ,2020-09-15,34.2873,36.5928,33.9326,36.0903,31407919,
603885.SH,ΌªΟιΊ½ΏΥ,2020-09-16,35.7652,37.0657,35.3218,36.2086,27211618,
603885.SH,ΌªΟιΊ½ΏΥ,2020-09-17,35.7652,36.0903,35.174,35.6469,15113760,
603885.SH,ΌªΟιΊ½ΏΥ,2020-09-18,36.0016,36.0016,34.9376,35.6469,14257328,
603885.SH,ΌªΟιΊ½ΏΥ,2020-09-21,35.6469,36.0016,34.9671,35.0262,11730755,
603885.SH,ΌªΟιΊ½ΏΥ,2020-09-22,34.169,34.169,32.1,32.2478,33056447,
603885.SH,ΌªΟιΊ½ΏΥ,2020-09-23,32.3069,32.632,31.5088,31.9818,19163868,
603885.SH,ΌªΟιΊ½ΏΥ,2020-09-24,31.8931,31.9522,31.361,31.5384,11709878,
603885.SH,ΌªΟιΊ½ΏΥ,2020-09-25,31.6271,31.9818,31.2724,31.9522,8453251,
603885.SH,ΌªΟιΊ½ΏΥ,2020-09-28,31.9522,32.632,31.5679,32.2773,11870759,
603885.SH,ΌªΟιΊ½ΏΥ,2020-09-29,32.5138,32.6025,31.8635,31.9226,8779768,
603885.SH,ΌªΟιΊ½ΏΥ,2020-09-30,32.0704,32.2773,31.5088,31.8931,8399838,
603885.SH,ΌªΟιΊ½ΏΥ,2020-10-09,32.366,32.4842,31.7453,31.8635,9997332,
603885.SH,ΌªΟιΊ½ΏΥ,2020-10-12,31.7453,31.9818,31.0359,31.9522,17769382,
603885.SH,ΌªΟιΊ½ΏΥ,2020-10-13,32.0409,32.0409,31.3315,31.4202,14675563,
603885.SH,ΌªΟιΊ½ΏΥ,2020-10-14,31.3315,31.3315,30.2969,30.4743,16766270,
603885.SH,ΌªΟιΊ½ΏΥ,2020-10-15,30.563,30.7108,30.1196,30.4447,8552232,
603885.SH,ΌªΟιΊ½ΏΥ,2020-10-16,30.5039,30.7699,30.2969,30.5334,6381348,
603885.SH,ΌªΟιΊ½ΏΥ,2020-10-19,30.563,31.1246,30.3856,30.8881,10204684,
603885.SH,ΌªΟιΊ½ΏΥ,2020-10-20,30.7699,31.4793,30.7403,31.0063,8626592,
603885.SH,ΌªΟιΊ½ΏΥ,2020-10-21,31.1837,31.9522,30.8881,31.7749,12134002,
603885.SH,ΌªΟιΊ½ΏΥ,2020-10-22,31.5975,33.8144,30.9768,33.637,26566920,
603885.SH,ΌªΟιΊ½ΏΥ,2020-10-23,33.1345,33.7257,32.5138,32.7207,12205742,
603885.SH,ΌªΟιΊ½ΏΥ,2020-10-26,32.2182,32.2773,31.5679,31.5679,8048020,
603885.SH,ΌªΟιΊ½ΏΥ,2020-10-27,31.3019,31.8635,31.0655,31.2724,6733659,
603885.SH,ΌªΟιΊ½ΏΥ,2020-10-28,31.5975,34.0804,30.7403,33.1936,30968037,
603885.SH,ΌªΟιΊ½ΏΥ,2020-10-29,32.7798,33.1936,32.2182,32.2182,13933109,
603885.SH,ΌªΟιΊ½ΏΥ,2020-10-30,31.9226,33.5483,31.5679,31.6271,11697107,
603885.SH,ΌªΟιΊ½ΏΥ,2020-11-02,32.0704,32.6025,31.4793,31.7749,9472421,
603885.SH,ΌªΟιΊ½ΏΥ,2020-11-03,31.8931,32.2182,31.5975,32.2182,11142035,
603885.SH,ΌªΟιΊ½ΏΥ,2020-11-04,31.9522,32.1591,31.7749,32.0113,6126704,
603885.SH,ΌªΟιΊ½ΏΥ,2020-11-05,32.2182,33.0163,32.0113,32.8389,9724778,
603885.SH,ΌªΟιΊ½ΏΥ,2020-11-06,32.8389,33.8144,32.3956,33.0163,11721084,
603885.SH,ΌªΟιΊ½ΏΥ,2020-11-09,33.1641,34.6715,33.1641,34.2873,22826710,
603885.SH,ΌªΟιΊ½ΏΥ,2020-11-10,36.3563,36.5632,34.6715,35.1445,34182467,
603885.SH,ΌªΟιΊ½ΏΥ,2020-11-11,35.0558,35.0558,33.2527,33.3414,19823704,
603885.SH,ΌªΟιΊ½ΏΥ,2020-11-12,33.3414,34.7898,33.0163,33.9326,13886032,
603885.SH,ΌªΟιΊ½ΏΥ,2020-11-13,33.6666,34.4351,33.5188,34.2577,7366896,
603885.SH,ΌªΟιΊ½ΏΥ,2020-11-16,34.2873,36.4155,34.2873,35.6765,20785340,
603885.SH,ΌªΟιΊ½ΏΥ,2020-11-17,35.913,36.8884,35.4105,35.6174,17305450,
603885.SH,ΌªΟιΊ½ΏΥ,2020-11-18,36.0016,36.0312,35.3514,35.7061,10631749,
603885.SH,ΌªΟιΊ½ΏΥ,2020-11-19,35.4105,35.9721,35.3514,35.6174,8990571,
603885.SH,ΌªΟιΊ½ΏΥ,2020-11-20,35.44,35.913,35.3218,35.44,7780926,
603885.SH,ΌªΟιΊ½ΏΥ,2020-11-23,34.8193,35.4696,33.7257,34.642,12450467,
603885.SH,ΌªΟιΊ½ΏΥ,2020-11-24,35.0262,36.5928,34.8784,35.0262,18440426,
603885.SH,ΌªΟιΊ½ΏΥ,2020-11-25,35.7061,36.0312,34.3168,34.376,13442137,
603885.SH,ΌªΟιΊ½ΏΥ,2020-11-26,34.2873,35.0558,34.2577,34.6124,8654037,
603885.SH,ΌªΟιΊ½ΏΥ,2020-11-27,34.6124,35.1149,34.1986,34.7306,6460132,
603885.SH,ΌªΟιΊ½ΏΥ,2020-11-30,34.7898,35.4105,34.2577,34.2577,14115082,
603885.SH,ΌªΟιΊ½ΏΥ,2020-12-01,34.3464,36.179,34.1395,35.5583,16636130,
603885.SH,ΌªΟιΊ½ΏΥ,2020-12-02,35.6765,35.7061,34.9967,35.174,8349930,
603885.SH,ΌªΟιΊ½ΏΥ,2020-12-03,34.8784,35.6765,34.8193,35.5287,10195129,
603885.SH,ΌªΟιΊ½ΏΥ,2020-12-04,35.7061,36.3563,35.0558,35.3809,10856772,
603885.SH,ΌªΟιΊ½ΏΥ,2020-12-07,35.2627,35.2627,34.6124,34.6124,7479410,
603885.SH,ΌªΟιΊ½ΏΥ,2020-12-08,34.7602,34.9376,34.3168,34.4646,5310877,
603885.SH,ΌªΟιΊ½ΏΥ,2020-12-09,34.4055,34.7306,34.2873,34.4351,5274229,
603885.SH,ΌªΟιΊ½ΏΥ,2020-12-10,34.2577,34.376,33.2527,33.371,9460300,
603885.SH,ΌªΟιΊ½ΏΥ,2020-12-11,33.4301,33.8735,32.7798,33.0163,7566968,
603885.SH,ΌªΟιΊ½ΏΥ,2020-12-14,33.1936,33.1936,32.2478,32.7503,5769579,
603885.SH,ΌªΟιΊ½ΏΥ,2020-12-15,32.7207,32.9572,32.0704,32.5138,9546058,
603885.SH,ΌªΟιΊ½ΏΥ,2020-12-16,32.5138,34.0508,31.8931,33.8144,12037501,
603885.SH,ΌªΟιΊ½ΏΥ,2020-12-17,33.5779,34.8489,33.4005,34.7602,11673812,
603885.SH,ΌªΟιΊ½ΏΥ,2020-12-18,34.7306,36.1494,34.5829,35.8243,21082075,
603885.SH,ΌªΟιΊ½ΏΥ,2020-12-21,35.8243,35.8243,34.4351,35.2923,18728433,
603885.SH,ΌªΟιΊ½ΏΥ,2020-12-22,34.9376,35.0853,33.7552,33.7552,12672747,
603885.SH,ΌªΟιΊ½ΏΥ,2020-12-23,33.7552,33.8735,32.632,32.6616,11494295,
603885.SH,ΌªΟιΊ½ΏΥ,2020-12-24,32.6911,33.6666,32.5138,33.2823,7380490,
603885.SH,ΌªΟιΊ½ΏΥ,2020-12-25,33.105,33.9621,32.8981,33.105,7143206,
603885.SH,ΌªΟιΊ½ΏΥ,2020-12-28,32.632,33.6074,32.0409,33.1641,8924616,
603885.SH,ΌªΟιΊ½ΏΥ,2020-12-29,33.105,34.5237,32.8685,33.1641,6750078,
603885.SH,ΌªΟιΊ½ΏΥ,2020-12-30,33.1345,33.5188,32.7207,33.1936,7280394,
603885.SH,ΌªΟιΊ½ΏΥ,2020-12-31,33.1641,34.0804,32.9867,33.6074,12706489,
603885.SH,ΌªΟιΊ½ΏΥ,2021-01-04,33.2527,33.4301,32.8094,32.9867,10345040,
603885.SH,ΌªΟιΊ½ΏΥ,2021-01-05,32.8094,32.9572,31.9226,32.1887,15764703,
603885.SH,ΌªΟιΊ½ΏΥ,2021-01-06,31.9226,32.3069,30.9768,31.4793,15963097,
603885.SH,ΌªΟιΊ½ΏΥ,2021-01-07,31.2724,31.3315,29.9127,30.1787,20022262,
603885.SH,ΌªΟιΊ½ΏΥ,2021-01-08,29.9127,30.5925,29.7353,30.2378,8888750,
603885.SH,ΌªΟιΊ½ΏΥ,2021-01-11,30.1196,30.2969,28.9668,29.2033,12635470,
603885.SH,ΌªΟιΊ½ΏΥ,2021-01-12,29.3807,29.7945,29.1442,29.4398,10823901,
603885.SH,ΌªΟιΊ½ΏΥ,2021-01-13,29.4693,29.7945,28.8486,29.6171,8124648,
603885.SH,ΌªΟιΊ½ΏΥ,2021-01-14,29.292,29.5284,29.0555,29.1737,6846599,
603885.SH,ΌªΟιΊ½ΏΥ,2021-01-15,29.2329,29.3511,28.4052,28.8191,11380425,
603885.SH,ΌªΟιΊ½ΏΥ,2021-01-18,28.6713,29.4989,28.553,28.9373,7980485,
603885.SH,ΌªΟιΊ½ΏΥ,2021-01-19,28.9668,30.0014,28.6713,29.7649,10648455,
603885.SH,ΌªΟιΊ½ΏΥ,2021-01-20,29.7353,29.7945,28.9668,29.0851,9925780,
603885.SH,ΌªΟιΊ½ΏΥ,2021-01-21,28.9373,29.8831,28.5235,29.558,13642433,
603885.SH,ΌªΟιΊ½ΏΥ,2021-01-22,29.4693,29.4693,29.0555,29.0851,5248538,
603885.SH,ΌªΟιΊ½ΏΥ,2021-01-25,29.026,29.6762,28.8191,29.3807,6533149,
603885.SH,ΌªΟιΊ½ΏΥ,2021-01-26,29.3807,30.7108,29.0851,30.4447,13791354,
603885.SH,ΌªΟιΊ½ΏΥ,2021-01-27,30.2969,32.1,30.0014,31.8635,17367880,
603885.SH,ΌªΟιΊ½ΏΥ,2021-01-28,31.3315,32.0113,30.6812,30.7403,8527406,
603885.SH,ΌªΟιΊ½ΏΥ,2021-01-29,30.8881,32.8094,30.8881,32.1,26587229,
603885.SH,ΌªΟιΊ½ΏΥ,2021-02-01,31.5384,33.2232,31.2724,32.5434,14500058,
603885.SH,ΌªΟιΊ½ΏΥ,2021-02-02,32.4251,32.7798,31.6271,31.834,8559954,
603885.SH,ΌªΟιΊ½ΏΥ,2021-02-03,31.6566,32.4547,31.2724,32.1591,9163870,
603885.SH,ΌªΟιΊ½ΏΥ,2021-02-04,31.7453,32.5434,31.2428,31.834,7308914,
603885.SH,ΌªΟιΊ½ΏΥ,2021-02-05,32.0704,33.9917,31.6566,33.5779,19721859,
603885.SH,ΌªΟιΊ½ΏΥ,2021-02-08,33.3414,35.2923,33.2823,34.4055,20681523,
603885.SH,ΌªΟιΊ½ΏΥ,2021-02-09,34.4055,34.8193,33.6074,34.4055,7704607,
603885.SH,ΌªΟιΊ½ΏΥ,2021-02-10,34.376,34.9376,33.7257,34.5533,8799288,
603885.SH,ΌªΟιΊ½ΏΥ,2021-02-18,35.1445,36.0016,34.642,35.2627,13844752,
603885.SH,ΌªΟιΊ½ΏΥ,2021-02-19,34.8784,35.913,34.7011,35.1149,9314516,
603885.SH,ΌªΟιΊ½ΏΥ,2021-02-22,35.3218,36.2972,34.9671,35.1445,17657317,
603885.SH,ΌªΟιΊ½ΏΥ,2021-02-23,35.4696,38.6619,35.174,37.8638,31837421,
603885.SH,ΌªΟιΊ½ΏΥ,2021-02-24,38.0411,41.2039,37.7751,39.0757,40933768,
603885.SH,ΌªΟιΊ½ΏΥ,2021-02-25,40.524,40.6718,37.9229,38.3663,22933909,
603885.SH,ΌªΟιΊ½ΏΥ,2021-02-26,37.716,39.0166,37.1248,37.6865,16612590,
603885.SH,ΌªΟιΊ½ΏΥ,2021-03-01,37.9229,39.7555,37.8342,38.3072,15145919,
603885.SH,ΌªΟιΊ½ΏΥ,2021-03-02,38.721,39.2826,37.982,38.3072,15178769,
603885.SH,ΌªΟιΊ½ΏΥ,2021-03-03,38.2776,41.9428,37.982,41.7655,25225410,
603885.SH,ΌªΟιΊ½ΏΥ,2021-03-04,41.2925,41.7063,39.9329,40.6718,14434332,
603885.SH,ΌªΟιΊ½ΏΥ,2021-03-05,39.6373,40.1693,38.2481,39.1052,12444697,
603885.SH,ΌªΟιΊ½ΏΥ,2021-03-08,39.1939,40.1102,38.4254,38.5732,9609164,
603885.SH,ΌªΟιΊ½ΏΥ,2021-03-09,39.4599,41.2334,38.455,40.0511,18635704,
603885.SH,ΌªΟιΊ½ΏΥ,2021-03-10,38.987,41.1743,38.987,40.4649,11695277,
603885.SH,ΌªΟιΊ½ΏΥ,2021-03-11,40.524,44.5143,40.3467,44.3074,31867456,
603885.SH,ΌªΟιΊ½ΏΥ,2021-03-12,43.7754,44.9282,43.1842,44.1301,15378262,
603885.SH,ΌªΟιΊ½ΏΥ,2021-03-15,44.337,47.0859,44.1892,45.4898,25511215,
603885.SH,ΌªΟιΊ½ΏΥ,2021-03-16,45.6967,48.8298,44.7804,47.2337,24261613,
603885.SH,ΌªΟιΊ½ΏΥ,2021-03-17,47.0563,47.5293,45.5489,46.6425,15750184,
603885.SH,ΌªΟιΊ½ΏΥ,2021-03-18,46.9085,48.1795,46.4061,47.4701,14968213,
603885.SH,ΌªΟιΊ½ΏΥ,2021-03-19,46.613,47.4701,45.2237,46.0809,14631531,
603885.SH,ΌªΟιΊ½ΏΥ,2021-03-22,46.4947,47.7362,45.6671,46.1992,12870712,
603885.SH,ΌªΟιΊ½ΏΥ,2021-03-23,46.1992,47.2928,45.0464,45.4011,14105636,
603885.SH,ΌªΟιΊ½ΏΥ,2021-03-24,44.071,45.0464,42.2088,43.3616,27841505,
603885.SH,ΌªΟιΊ½ΏΥ,2021-03-25,43.3616,45.4602,42.7704,44.8099,16026588,
603885.SH,ΌªΟιΊ½ΏΥ,2021-03-26,44.8395,46.9677,44.8099,45.1646,12155666,
603885.SH,ΌªΟιΊ½ΏΥ,2021-03-29,45.1942,45.608,44.337,44.7804,9452599,
603885.SH,ΌªΟιΊ½ΏΥ,2021-03-30,44.5143,45.1646,43.5685,44.2483,16534639,
603885.SH,ΌªΟιΊ½ΏΥ,2021-03-31,44.2779,45.0759,43.6276,44.4552,8468246,
603885.SH,ΌªΟιΊ½ΏΥ,2021-04-01,44.1005,45.0464,43.1251,44.5143,9438860,
603885.SH,ΌªΟιΊ½ΏΥ,2021-04-02,44.3074,44.7804,43.2434,43.9527,7245476,
603885.SH,ΌªΟιΊ½ΏΥ,2021-04-06,43.9527,45.0168,42.5635,42.8295,9758443,
603885.SH,ΌªΟιΊ½ΏΥ,2021-04-07,43.0069,43.5981,42.3566,43.2138,11870700,
603885.SH,ΌªΟιΊ½ΏΥ,2021-04-08,43.1547,44.0119,42.6818,43.2729,9191217,
603885.SH,ΌªΟιΊ½ΏΥ,2021-04-09,43.1842,43.8641,42.8887,43.4503,6002060,
